#id: custom_box
#plot_type: 'box'
#section_name: 'Custom box plot'
#description: "Box plot for a sample"
#pconfig:
#    title: 'Box plot'
txt_sample1	txt_sample2
0.561167227833894	0.561167227833894
3.63901018922853	3.63901018922853
9.19540229885058	9.19540229885058
11.9760479041916	11.9760479041916
16.0780935974734	16.0780935974734
22.2965440356745	22.2965440356745
28.8379983036472	28.8379983036472
39.8550724637681	39.8550724637681
82.2851153039832	82.2851153039832
4009.31470392548	4009.31470392548
