JOINT CALLER PREFILTER,a_82,1 Heterozygous,145467
JOINT CALLER PREFILTER,a_82,1 Homozygous,169490
JOINT CALLER PREFILTER,a_82,1 Het/Hom ratio,0.858
JOINT CALLER PREFILTER,a_82,2 Heterozygous,125324
JOINT CALLER PREFILTER,a_82,2 Homozygous,167408
JOINT CALLER PREFILTER,a_82,2 Het/Hom ratio,0.748
JOINT CALLER PREFILTER,a_82,3 Heterozygous,125595
JOINT CALLER PREFILTER,a_82,3 Homozygous,119356
JOINT CALLER PREFILTER,a_82,3 Het/Hom ratio,1.052
JOINT CALLER PREFILTER,a_82,4 Heterozygous,185686
JOINT CALLER PREFILTER,a_82,4 Homozygous,193382
JOINT CALLER PREFILTER,a_82,4 Het/Hom ratio,0.960
JOINT CALLER PREFILTER,a_82,5 Heterozygous,185644
JOINT CALLER PREFILTER,a_82,5 Homozygous,149298
JOINT CALLER PREFILTER,a_82,5 Het/Hom ratio,1.243
JOINT CALLER PREFILTER,a_82,6 Heterozygous,110151
JOINT CALLER PREFILTER,a_82,6 Homozygous,142075
JOINT CALLER PREFILTER,a_82,6 Het/Hom ratio,0.775
JOINT CALLER PREFILTER,a_82,7 Heterozygous,132277
JOINT CALLER PREFILTER,a_82,7 Homozygous,197149
JOINT CALLER PREFILTER,a_82,7 Het/Hom ratio,0.670
JOINT CALLER PREFILTER,a_82,8 Heterozygous,120566
JOINT CALLER PREFILTER,a_82,8 Homozygous,184469
JOINT CALLER PREFILTER,a_82,8 Het/Hom ratio,0.653
JOINT CALLER PREFILTER,a_82,9 Heterozygous,147173
JOINT CALLER PREFILTER,a_82,9 Homozygous,100997
JOINT CALLER PREFILTER,a_82,9 Het/Hom ratio,1.457
JOINT CALLER PREFILTER,a_82,10 Heterozygous,153680
JOINT CALLER PREFILTER,a_82,10 Homozygous,101669
JOINT CALLER PREFILTER,a_82,10 Het/Hom ratio,1.511
JOINT CALLER PREFILTER,a_82,11 Heterozygous,107426
JOINT CALLER PREFILTER,a_82,11 Homozygous,196115
JOINT CALLER PREFILTER,a_82,11 Het/Hom ratio,0.547
JOINT CALLER PREFILTER,a_82,12 Heterozygous,190479
JOINT CALLER PREFILTER,a_82,12 Homozygous,110006
JOINT CALLER PREFILTER,a_82,12 Het/Hom ratio,1.731
JOINT CALLER PREFILTER,a_82,13 Heterozygous,183405
JOINT CALLER PREFILTER,a_82,13 Homozygous,189402
JOINT CALLER PREFILTER,a_82,13 Het/Hom ratio,0.968
JOINT CALLER PREFILTER,a_82,14 Heterozygous,190342
JOINT CALLER PREFILTER,a_82,14 Homozygous,147706
