JOINT CALLER PREFILTER,eF_621,1 Heterozygous,190654
JOINT CALLER PREFILTER,eF_621,1 Homozygous,104666
JOINT CALLER PREFILTER,eF_621,1 Het/Hom ratio,1.821
JOINT CALLER PREFILTER,eF_621,2 Heterozygous,177924
JOINT CALLER PREFILTER,eF_621,2 Homozygous,186874
JOINT CALLER PREFILTER,eF_621,2 Het/Hom ratio,0.952
JOINT CALLER PREFILTER,eF_621,3 Heterozygous,122750
JOINT CALLER PREFILTER,eF_621,3 Homozygous,190298
JOINT CALLER PREFILTER,eF_621,3 Het/Hom ratio,0.645
JOINT CALLER PREFILTER,eF_621,4 Heterozygous,120332
JOINT CALLER PREFILTER,eF_621,4 Homozygous,138914
JOINT CALLER PREFILTER,eF_621,4 Het/Hom ratio,0.866
JOINT CALLER PREFILTER,eF_621,5 Heterozygous,116892
JOINT CALLER PREFILTER,eF_621,5 Homozygous,152303
JOINT CALLER PREFILTER,eF_621,5 Het/Hom ratio,0.767
JOINT CALLER PREFILTER,eF_621,6 Heterozygous,174483
JOINT CALLER PREFILTER,eF_621,6 Homozygous,143706
JOINT CALLER PREFILTER,eF_621,6 Het/Hom ratio,1.214
JOINT CALLER PREFILTER,eF_621,7 Heterozygous,131218
JOINT CALLER PREFILTER,eF_621,7 Homozygous,116852
JOINT CALLER PREFILTER,eF_621,7 Het/Hom ratio,1.122
JOINT CALLER PREFILTER,eF_621,8 Heterozygous,186481
JOINT CALLER PREFILTER,eF_621,8 Homozygous,126790
JOINT CALLER PREFILTER,eF_621,8 Het/Hom ratio,1.470
JOINT CALLER PREFILTER,eF_621,9 Heterozygous,132219
JOINT CALLER PREFILTER,eF_621,9 Homozygous,100996
JOINT CALLER PREFILTER,eF_621,9 Het/Hom ratio,1.309
JOINT CALLER PREFILTER,eF_621,10 Heterozygous,102166
JOINT CALLER PREFILTER,eF_621,10 Homozygous,165492
JOINT CALLER PREFILTER,eF_621,10 Het/Hom ratio,0.617
JOINT CALLER PREFILTER,eF_621,11 Heterozygous,131090
JOINT CALLER PREFILTER,eF_621,11 Homozygous,117063
JOINT CALLER PREFILTER,eF_621,11 Het/Hom ratio,1.119
JOINT CALLER PREFILTER,eF_621,12 Heterozygous,101618
JOINT CALLER PREFILTER,eF_621,12 Homozygous,181116
JOINT CALLER PREFILTER,eF_621,12 Het/Hom ratio,0.561
JOINT CALLER PREFILTER,eF_621,13 Heterozygous,171176
JOINT CALLER PREFILTER,eF_621,13 Homozygous,128385
JOINT CALLER PREFILTER,eF_621,13 Het/Hom ratio,1.333
JOINT CALLER PREFILTER,eF_621,14 Heterozygous,159140
JOINT CALLER PREFILTER,eF_621,14 Homozygous,117553
JOINT CALLER PREFILTER,eF_621,14 Het/Hom ratio,1.353
JOINT CALLER PREFILTER,eF_621,15 Heterozygous,111612
JOINT CALLER PREFILTER,eF_621,15 Homozygous,149473
JOINT CALLER PREFILTER,eF_621,15 Het/Hom ratio,0.746
JOINT CALLER PREFILTER,eF_621,16 Heterozygous,153552
JOINT CALLER PREFILTER,eF_621,16 Homozygous,187093
JOINT CALLER PREFILTER,eF_621,16 Het/Hom ratio,0.820
JOINT CALLER PREFILTER,eF_621,17 Heterozygous,127816
JOINT CALLER PREFILTER,eF_621,17 Homozygous,119848
JOINT CALLER PREFILTER,eF_621,17 Het/Hom ratio,1.066
JOINT CALLER PREFILTER,eF_621,18 Heterozygous,190300
JOINT CALLER PREFILTER,eF_621,18 Homozygous,118170
JOINT CALLER PREFILTER,eF_621,18 Het/Hom ratio,1.610
JOINT CALLER PREFILTER,eF_621,19 Heterozygous,133028
JOINT CALLER PREFILTER,eF_621,19 Homozygous,126444
JOINT CALLER PREFILTER,eF_621,19 Het/Hom ratio,1.052
JOINT CALLER PREFILTER,eF_621,20 Heterozygous,161119
