TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
10000.0	7944.5	7748.3	8145.7
20000.0	14173.0	13841.3	14512.7
30000.0	19424.0	18990.1	19867.8
40000.0	23995.0	23476.9	24524.6
50000.0	28072.5	27483.1	28674.6
60000.0	31776.0	31124.6	32441.1
70000.0	35179.0	34470.0	35902.5
80000.0	38338.5	37577.0	39115.4
90000.0	41289.0	40479.2	42115.0
100000.0	44057.5	43201.7	44930.3
110000.0	46682.0	45782.7	47599.0
120000.0	49179.0	48237.9	50138.5
130000.0	51558.2	50577.3	52558.1
140000.0	53835.6	52814.8	54876.0
150000.0	56022.8	54963.7	57102.3
160000.0	58123.8	57027.1	59241.7
170000.0	60155.7	59021.7	61311.5
180000.0	62128.1	60956.9	63321.7
190000.0	64038.0	62829.7	65269.5
200000.0	65890.5	64644.8	67160.2
210000.0	67687.1	66403.7	68995.3
220000.0	69444.5	68123.0	70791.5
230000.0	71144.3	69785.0	72530.1
240000.0	72804.5	71406.9	74229.5
250000.0	74452.8	73017.0	75916.9
260000.0	76072.9	74600.5	77574.4
270000.0	77660.0	76151.4	79198.5
280000.0	79167.3	77621.0	80744.4
290000.0	80613.7	79024.3	82235.1
300000.0	82043.1	80400.2	83719.6
310000.0	83421.1	81711.8	85166.1
320000.0	84815.5	83026.8	86642.6
330000.0	86136.2	84256.8	88057.4
340000.0	87464.8	85484.8	89490.7
350000.0	88789.1	86699.6	90928.9
360000.0	90101.6	87894.5	92364.1
370000.0	91384.8	89052.5	93778.2
380000.0	92587.7	90123.3	95119.5
390000.0	93769.9	91167.3	96446.8
400000.0	94940.4	92194.4	97768.2
410000.0	96109.1	93215.3	99092.9
420000.0	97280.6	94235.2	100424.3
430000.0	98438.6	95239.0	101745.7
440000.0	99569.6	96213.5	103042.7
450000.0	100666.3	97152.1	104307.6
460000.0	101702.4	98028.9	105513.5
470000.0	102723.8	98890.1	106706.2
480000.0	103735.1	99740.4	107889.8
490000.0	104742.5	100586.0	109070.7
500000.0	105734.1	101415.2	110237.0
510000.0	106733.9	102251.6	111412.6
520000.0	107771.6	103124.8	112627.8
530000.0	108822.9	104010.2	113858.3
540000.0	109808.1	104827.9	115025.0
550000.0	110758.0	105608.4	116158.7
560000.0	111627.3	106306.1	117214.8
570000.0	112482.7	106987.7	118259.9
580000.0	113341.2	107669.7	119311.5
590000.0	114224.2	108373.3	120390.8
600000.0	115110.8	109077.8	121477.4
610000.0	115986.6	109768.6	122556.9
620000.0	116852.0	110446.1	123629.5
630000.0	117707.1	111110.4	124695.6
640000.0	118532.9	111742.6	125736.0
650000.0	119365.4	112378.6	126786.6
660000.0	120197.8	113011.9	127840.7
670000.0	120989.5	113601.9	128857.5
680000.0	121791.4	114199.7	129887.8
690000.0	122584.1	114785.9	130912.1
700000.0	123367.8	115360.8	131930.5
710000.0	124142.6	115924.7	132943.0
720000.0	124908.7	116477.9	133949.7
730000.0	125666.3	117020.6	134950.7
740000.0	126415.5	117553.2	135946.0
750000.0	127156.6	118075.8	136935.7
760000.0	127889.6	118588.8	137919.9
770000.0	128614.8	119092.3	138898.6
780000.0	129332.2	119586.7	139872.0
790000.0	130042.0	120072.0	140840.0
800000.0	130744.4	120548.6	141802.7
810000.0	131439.5	121016.5	142760.2
820000.0	132127.4	121476.1	143712.6
830000.0	132801.8	121921.1	144653.5
840000.0	133455.2	122344.1	145575.4
850000.0	134096.7	122754.1	146487.3
860000.0	134731.1	123156.1	147394.0
870000.0	135358.7	123550.3	148295.6
880000.0	135979.3	123936.7	149192.1
890000.0	136588.6	124311.0	150078.9
900000.0	137191.3	124677.8	150960.7
910000.0	137804.6	125054.4	151854.7
920000.0	138436.4	125448.8	152768.7
930000.0	139073.2	125847.3	153689.1
940000.0	139704.5	126239.7	154605.6
950000.0	140330.6	126626.2	155518.2
960000.0	140951.4	127006.9	156427.0
970000.0	141539.4	127354.2	157304.5
980000.0	142118.3	127692.1	158174.4
990000.0	142691.8	128024.0	159040.1
1000000.0	143259.8	128349.9	159901.7
1010000.0	143822.5	128670.1	160759.3
1020000.0	144379.9	128984.6	161612.8
1030000.0	144932.1	129293.4	162462.3
1040000.0	145473.9	129591.5	163302.7
1050000.0	146008.7	129882.4	164137.3
1060000.0	146538.5	130167.9	164968.1
1070000.0	147063.4	130448.1	165795.1
1080000.0	147583.4	130723.2	166618.3
1090000.0	148098.6	130993.2	167437.8
1100000.0	148609.1	131258.2	168253.6
1110000.0	149114.9	131518.4	169065.8
1120000.0	149616.1	131773.7	169874.4
1130000.0	150112.8	132024.3	170679.5
1140000.0	150604.9	132270.3	171481.1
1150000.0	151092.7	132511.7	172279.2
1160000.0	151576.2	132748.6	173074.0
1170000.0	152055.3	132981.2	173865.4
1180000.0	152530.2	133209.4	174653.4
1190000.0	153001.0	133433.3	175438.2
1200000.0	153467.6	133653.1	176219.8
1210000.0	153930.2	133868.7	176998.1
1220000.0	154388.8	134080.3	177773.3
1230000.0	154843.4	134287.9	178545.4
1240000.0	155294.2	134491.6	179314.4
1250000.0	155741.1	134691.5	180080.3
1260000.0	156184.2	134887.6	180843.2
1270000.0	156623.6	135080.0	181603.1
1280000.0	157059.3	135268.7	182360.1
1290000.0	157491.3	135453.8	183114.2
1300000.0	157919.7	135635.3	183865.4
1310000.0	158344.6	135813.4	184613.7
1320000.0	158766.0	135988.1	185359.2
1330000.0	159183.9	136159.3	186101.9
1340000.0	159598.4	136327.3	186841.9
1350000.0	160009.5	136492.0	187579.1
1360000.0	160417.3	136653.5	188313.7
1370000.0	160821.8	136811.8	189045.5
1380000.0	161223.1	136967.0	189774.8
1390000.0	161621.1	137119.2	190501.4
1400000.0	161995.4	137247.9	191205.1
1410000.0	162355.3	137362.7	191895.2
1420000.0	162712.2	137474.6	192583.0
1430000.0	163066.2	137583.8	193268.3
1440000.0	163417.3	137690.3	193951.3
1450000.0	163791.1	137819.4	194657.2
1460000.0	164169.0	137952.7	195367.5
1470000.0	164544.0	138083.2	196075.5
1480000.0	164914.5	138209.5	196779.4
1490000.0	165281.7	138332.8	197480.7
1500000.0	165646.2	138453.5	198179.6
1510000.0	166007.9	138571.7	198876.2
1520000.0	166366.8	138687.4	199570.5
1530000.0	166723.9	138801.5	200263.5
1540000.0	167081.2	138915.9	200956.9
1550000.0	167435.7	139028.0	201648.1
1560000.0	167787.7	139137.6	202337.1
1570000.0	168137.0	139244.9	203023.9
1580000.0	168483.8	139350.0	203708.6
1590000.0	168828.0	139452.8	204391.1
1600000.0	169169.8	139553.3	205071.5
1610000.0	169509.0	139651.7	205749.8
1620000.0	169845.8	139747.9	206426.0
1630000.0	170180.2	139841.9	207100.1
1640000.0	170512.1	139933.9	207772.2
1650000.0	170841.7	140023.8	208442.3
1660000.0	171168.9	140111.7	209110.3
1670000.0	171493.8	140197.5	209776.4
1680000.0	171816.4	140281.4	210440.5
1690000.0	172136.8	140363.3	211102.7
1700000.0	172454.9	140443.3	211762.9
1710000.0	172770.7	140521.5	212421.1
1720000.0	173084.4	140597.7	213077.5
1730000.0	173395.9	140672.1	213732.0
1740000.0	173705.2	140744.7	214384.7
1750000.0	174012.4	140815.5	215035.4
1760000.0	174317.5	140884.5	215684.4
1770000.0	174620.5	140951.8	216331.5
1780000.0	174921.4	141017.4	216976.8
1790000.0	175220.3	141081.3	217620.3
1800000.0	175517.2	141143.6	218262.1
1810000.0	175812.1	141204.1	218902.1
1820000.0	176104.9	141263.1	219540.3
1830000.0	176395.9	141320.5	220176.8
1840000.0	176684.8	141376.3	220811.6
1850000.0	176971.9	141430.5	221444.7
1860000.0	177257.0	141483.3	222076.2
1870000.0	177540.3	141534.5	222705.9
1880000.0	177821.7	141584.2	223334.0
1890000.0	178101.3	141632.4	223960.4
1900000.0	178379.0	141679.2	224585.2
1910000.0	178654.9	141724.6	225208.4
1920000.0	178929.1	141768.6	225830.0
1930000.0	179201.4	141811.2	226450.0
1940000.0	179472.0	141852.4	227068.4
1950000.0	179740.9	141892.3	227685.3
1960000.0	180008.0	141930.8	228300.6
1970000.0	180273.4	141968.0	228914.3
1980000.0	180537.2	142003.9	229526.6
1990000.0	180799.2	142038.6	230137.3
2000000.0	181059.7	142071.9	230746.5
2010000.0	181318.4	142104.1	231354.2
2020000.0	181575.6	142135.0	231960.4
2030000.0	181831.1	142164.7	232565.2
2040000.0	182085.1	142193.2	233168.5
2050000.0	182337.4	142220.5	233770.3
2060000.0	182588.2	142246.7	234370.7
2070000.0	182837.5	142271.7	234969.7
2080000.0	183085.2	142295.6	235567.3
2090000.0	183331.4	142318.3	236163.4
2100000.0	183575.4	142339.3	236757.5
2110000.0	183816.1	142357.5	237348.5
2120000.0	184055.3	142374.6	237938.2
2130000.0	184293.1	142390.7	238526.4
2140000.0	184529.4	142405.7	239113.4
2150000.0	184764.3	142419.7	239699.0
2160000.0	184997.8	142432.7	240283.2
2170000.0	185229.9	142444.7	240866.2
2180000.0	185460.6	142455.7	241447.8
2190000.0	185689.9	142465.8	242028.2
2200000.0	185917.8	142474.9	242607.3
2210000.0	186144.4	142483.0	243185.1
2220000.0	186369.7	142490.3	243761.6
2230000.0	186586.4	142489.6	244330.0
2240000.0	186795.0	142481.5	244890.5
2250000.0	187002.2	142472.4	245449.9
2260000.0	187208.2	142462.5	246008.0
2270000.0	187413.0	142451.8	246565.0
2280000.0	187616.5	142440.2	247120.8
2290000.0	187818.7	142427.8	247675.3
2300000.0	188019.7	142414.6	248228.8
2310000.0	188219.5	142400.6	248781.0
2320000.0	188418.0	142385.8	249332.1
2330000.0	188615.4	142370.2	249882.1
2340000.0	188811.6	142353.9	250430.9
2350000.0	189006.6	142336.8	250978.6
2360000.0	189200.4	142319.0	251525.2
2370000.0	189393.1	142300.4	252070.6
2380000.0	189584.6	142281.1	252615.0
2390000.0	189775.0	142261.1	253158.3
2400000.0	189964.3	142240.3	253700.4
2410000.0	190152.5	142218.9	254241.5
2420000.0	190347.6	142204.6	254789.3
2430000.0	190545.9	142193.7	255339.9
2440000.0	190743.0	142182.0	255889.5
2450000.0	190939.0	142169.6	256438.0
2460000.0	191133.9	142156.6	256985.4
2470000.0	191327.7	142142.9	257531.7
2480000.0	191520.5	142128.5	258077.0
2490000.0	191703.3	142104.9	258612.7
2500000.0	191882.9	142078.7	259145.5
2510000.0	192061.5	142051.9	259677.2
2520000.0	192239.2	142024.5	260207.9
2530000.0	192415.8	141996.4	260737.7
2540000.0	192591.3	141967.8	261266.4
2550000.0	192766.0	141938.7	261794.2
2560000.0	192939.6	141908.9	262320.9
2570000.0	193112.2	141878.6	262846.7
2580000.0	193283.9	141847.8	263371.6
2590000.0	193454.6	141816.3	263895.5
2600000.0	193624.4	141784.4	264418.4
2610000.0	193793.2	141751.9	264940.4
2620000.0	193961.1	141718.9	265461.4
2630000.0	194128.1	141685.4	265981.5
2640000.0	194294.1	141651.4	266500.7
2650000.0	194459.3	141616.9	267019.0
2660000.0	194623.5	141581.9	267536.4
2670000.0	194786.8	141546.4	268052.8
2680000.0	194949.3	141510.4	268568.3
2690000.0	195110.8	141473.9	269083.0
2700000.0	195280.5	141445.6	269605.2
2710000.0	195450.1	141417.6	270127.3
2720000.0	195618.9	141389.1	270648.5
2730000.0	195786.7	141360.1	271168.8
2740000.0	195953.8	141330.7	271688.2
2750000.0	196119.9	141300.8	272206.7
2760000.0	196285.2	141270.4	272724.3
2770000.0	196449.6	141239.6	273241.0
2780000.0	196613.2	141208.4	273756.8
2790000.0	196776.0	141176.7	274271.8
2800000.0	196937.9	141144.6	274785.9
2810000.0	197099.0	141112.0	275299.2
2820000.0	197259.3	141079.1	275811.6
2830000.0	197418.8	141045.7	276323.1
2840000.0	197577.5	141011.9	276833.8
2850000.0	197735.4	140977.7	277343.7
2860000.0	197892.4	140943.1	277852.7
2870000.0	198048.7	140908.1	278360.9
2880000.0	198204.2	140872.7	278868.2
2890000.0	198359.0	140836.9	279374.7
2900000.0	198513.0	140800.8	279880.5
2910000.0	198666.2	140764.3	280385.4
2920000.0	198818.6	140727.4	280889.5
