TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
10000.0	7678.5	7403.9	7963.3
20000.0	13653.0	13196.6	14125.2
30000.0	18660.5	18070.0	19270.2
40000.0	23001.0	22305.4	23718.3
50000.0	26854.5	26073.2	27659.2
60000.0	30336.0	29480.4	31216.4
70000.0	33520.0	32598.8	34467.2
80000.0	36458.0	35477.4	37465.7
90000.0	39192.0	38156.4	40255.7
100000.0	41752.5	40665.8	42868.2
110000.0	44165.0	43030.5	45329.4
120000.0	46443.8	45264.3	47654.1
130000.0	48610.4	47386.5	49866.0
140000.0	50675.8	49410.4	51973.7
150000.0	52651.2	51346.2	53989.5
160000.0	54552.8	53209.8	55929.7
170000.0	56378.0	54998.8	57791.8
180000.0	58131.2	56717.5	59580.2
190000.0	59821.5	58375.0	61303.8
200000.0	61435.7	59958.2	62949.6
210000.0	62985.1	61478.3	64528.8
220000.0	64511.0	62976.7	66082.7
230000.0	65988.1	64427.9	67586.2
240000.0	67408.4	65823.2	69031.8
250000.0	68754.3	67144.0	70403.3
260000.0	70066.7	68428.7	71743.8
270000.0	71320.2	69648.5	73032.1
280000.0	72514.0	70798.0	74271.7
290000.0	73648.4	71873.6	75467.1
300000.0	74773.2	72922.6	76670.8
310000.0	75912.5	73967.9	77908.2
320000.0	77044.8	74988.2	79157.8
330000.0	78117.7	75932.3	80366.1
340000.0	79174.8	76845.4	81574.8
350000.0	80203.7	77717.2	82769.7
360000.0	81235.1	78580.5	83979.5
370000.0	82196.1	79364.3	85129.1
380000.0	83172.1	80155.6	86302.1
390000.0	84102.8	80895.8	87436.9
400000.0	85013.7	81611.7	88557.5
410000.0	85891.0	82290.4	89649.2
420000.0	86720.4	82918.5	90696.7
430000.0	87598.6	83593.1	91796.0
440000.0	88413.9	84203.3	92835.0
450000.0	89213.2	84796.3	93860.3
460000.0	90019.9	85395.5	94894.6
470000.0	90774.9	85942.5	95878.9
480000.0	91507.6	86466.7	96842.4
490000.0	92233.1	86983.2	97799.9
500000.0	92939.0	87479.8	98738.9
510000.0	93658.5	87989.7	99692.4
520000.0	94353.6	88475.2	100622.6
530000.0	95058.0	88969.9	101562.8
540000.0	95750.8	89452.9	102492.1
550000.0	96439.8	89932.2	103418.3
560000.0	97116.4	90399.2	104332.8
570000.0	97781.0	90854.4	105235.7
580000.0	98433.8	91298.1	106127.3
590000.0	99070.3	91725.8	107003.0
600000.0	99679.1	92126.2	107851.3
610000.0	100284.1	92523.2	108696.0
620000.0	100890.1	92921.7	109541.8
630000.0	101485.8	93310.5	110377.4
640000.0	102071.5	93689.8	111203.0
650000.0	102647.4	94060.0	112018.8
660000.0	103213.8	94421.4	112824.8
670000.0	103761.1	94764.6	113611.7
680000.0	104303.0	95103.1	114392.8
690000.0	104836.2	95433.8	115165.0
700000.0	105361.0	95757.0	115928.3
710000.0	105877.6	96072.9	116682.9
720000.0	106386.1	96381.7	117429.0
730000.0	106886.7	96683.6	118166.6
740000.0	107373.3	96972.6	118889.6
750000.0	107838.0	97240.9	119590.1
760000.0	108295.5	97503.0	120282.7
770000.0	108745.9	97759.2	120967.4
780000.0	109189.4	98009.6	121644.4
790000.0	109626.1	98254.5	122313.8
800000.0	110056.2	98493.9	122975.8
810000.0	110479.8	98728.1	123630.3
820000.0	110897.2	98957.3	124277.7
830000.0	111317.1	99190.3	124926.5
840000.0	111732.8	99420.3	125570.2
850000.0	112142.6	99645.7	126206.9
860000.0	112546.5	99866.4	126836.6
870000.0	112944.7	100082.8	127459.6
880000.0	113337.3	100294.9	128075.9
890000.0	113724.5	100502.8	128685.6
900000.0	114102.5	100703.0	129285.1
910000.0	114469.1	100893.0	129871.9
920000.0	114830.6	101079.3	130452.6
930000.0	115187.1	101262.0	131027.2
940000.0	115538.8	101441.1	131595.7
950000.0	115885.8	101616.9	132158.2
960000.0	116228.1	101789.3	132715.0
970000.0	116565.8	101958.5	133265.9
980000.0	116915.7	102141.0	133827.7
990000.0	117276.8	102335.8	134399.2
1000000.0	117633.5	102527.6	134965.1
1010000.0	117981.8	102712.3	135521.3
1020000.0	118307.2	102875.5	136053.6
1030000.0	118628.4	103035.9	136580.6
1040000.0	118945.6	103193.5	137102.2
1050000.0	119258.8	103348.4	137618.6
1060000.0	119568.2	103500.7	138129.9
1070000.0	119873.7	103650.5	138636.2
1080000.0	120175.5	103797.7	139137.4
1090000.0	120473.6	103942.5	139633.8
1100000.0	120768.1	104085.0	140125.3
1110000.0	121059.0	104225.1	140612.0
1120000.0	121346.5	104362.9	141094.0
1130000.0	121630.6	104498.5	141571.3
1140000.0	121911.3	104632.0	142044.1
1150000.0	122188.7	104763.4	142512.4
