TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
10000.0	7932.5	7730.7	8139.5
20000.0	14297.0	13948.7	14654.0
30000.0	19749.0	19289.3	20219.7
40000.0	24567.5	24017.4	25130.1
50000.0	28909.5	28284.7	29548.1
60000.0	32879.0	32188.8	33584.0
70000.0	36543.0	35795.0	37306.7
80000.0	39967.0	39166.3	40784.1
90000.0	43183.5	42334.3	44049.8
100000.0	46223.0	45329.6	47134.0
110000.0	49107.0	48171.7	50060.4
120000.0	51857.5	50882.6	52851.1
130000.0	54495.0	53482.9	55526.3
140000.0	57036.6	55988.4	58104.4
150000.0	59474.1	58391.7	60576.5
160000.0	61817.3	60702.0	62953.2
170000.0	64076.4	62929.1	65244.6
180000.0	66254.4	65076.0	67454.2
190000.0	68373.0	67164.0	69603.9
200000.0	70433.9	69194.5	71695.5
210000.0	72454.0	71184.7	73745.9
220000.0	74436.0	73136.7	75758.4
230000.0	76375.9	75046.4	77729.0
240000.0	78268.9	76908.2	79653.8
250000.0	80126.5	78734.4	81543.3
260000.0	81956.0	80533.4	83403.7
270000.0	83713.3	82260.8	85191.4
280000.0	85463.0	83979.0	86973.3
290000.0	87191.2	85669.8	88739.7
300000.0	88887.6	87318.7	90484.8
310000.0	90502.8	88873.4	92162.1
320000.0	92107.6	90404.1	93843.3
330000.0	93682.7	91891.6	95508.7
340000.0	95265.5	93373.8	97195.5
350000.0	96762.1	94757.4	98809.3
360000.0	98294.1	96164.5	100470.9
370000.0	99805.7	97540.2	102123.8
380000.0	101302.3	98890.9	103772.5
390000.0	102712.0	100145.4	105344.3
400000.0	104107.0	101376.7	106910.7
410000.0	105512.9	102610.9	108497.0
420000.0	106892.3	103811.0	110065.2
430000.0	108225.2	104957.2	111594.9
440000.0	109550.2	106088.7	113124.6
450000.0	110883.2	107221.5	114670.1
460000.0	112152.7	108284.2	116159.3
470000.0	113418.2	109336.8	117652.0
480000.0	114668.8	110368.3	119136.9
490000.0	115831.6	111306.2	120541.0
500000.0	117063.1	112307.0	122020.7
510000.0	118261.7	113269.2	123474.2
520000.0	119469.5	114235.3	124943.6
530000.0	120582.0	115100.8	126324.1
540000.0	121722.5	115989.3	127739.1
550000.0	122852.5	116862.3	129149.7
560000.0	123978.8	117726.9	130562.7
570000.0	125093.2	118574.9	131969.9
580000.0	126196.2	119406.9	133371.4
590000.0	127253.1	120188.6	134732.7
600000.0	128296.2	120952.4	136086.0
610000.0	129326.0	121698.6	137431.4
620000.0	130342.6	122427.8	138769.1
630000.0	131346.5	123140.4	140099.4
640000.0	132341.1	123840.0	141425.8
650000.0	133366.4	124566.6	142787.9
660000.0	134406.8	125304.7	144170.0
670000.0	135427.4	126019.6	145537.5
680000.0	136442.6	126725.8	146904.4
690000.0	137410.6	127381.7	148229.1
700000.0	138399.3	128055.1	149579.1
710000.0	139378.8	128716.2	150924.6
720000.0	140377.7	129393.7	152294.1
730000.0	141334.3	130026.2	153625.9
740000.0	142249.6	130614.7	154921.0
750000.0	143155.8	131191.3	156211.4
760000.0	144053.0	131756.4	157497.2
770000.0	144941.4	132310.2	158778.5
780000.0	145821.2	132852.9	160055.4
790000.0	146692.5	133384.7	161328.1
800000.0	147555.6	133905.9	162596.6
810000.0	148410.4	134416.7	163861.0
820000.0	149257.3	134917.3	165121.5
830000.0	150096.4	135408.0	166378.1
840000.0	150927.7	135888.8	167630.9
850000.0	151751.4	136360.1	168879.9
860000.0	152567.7	136822.0	170125.4
870000.0	153376.6	137274.7	171367.3
880000.0	154192.7	137732.5	172619.9
890000.0	155011.6	138191.5	173879.1
900000.0	155823.9	138641.9	175135.1
910000.0	156629.5	139084.1	176388.1
920000.0	157428.5	139518.1	177638.1
930000.0	158221.1	139944.1	178885.2
940000.0	158985.8	140340.8	180107.9
950000.0	159736.1	140721.7	181319.8
960000.0	160479.7	141094.4	182528.3
970000.0	161176.3	141419.3	183693.6
980000.0	161856.6	141726.4	184845.9
990000.0	162530.2	142025.7	185994.9
1000000.0	163197.2	142317.3	187140.6
1010000.0	163857.9	142601.2	188283.2
1020000.0	164583.3	142948.1	189492.9
1030000.0	165319.7	143304.8	190716.6
1040000.0	166050.5	143654.8	191937.8
1050000.0	166775.8	143998.2	193156.4
1060000.0	167495.6	144335.0	194372.6
1070000.0	168210.0	144665.5	195586.3
1080000.0	168903.6	144974.4	196782.4
1090000.0	169566.7	145252.2	197951.2
1100000.0	170224.2	145523.6	199117.3
1110000.0	170876.2	145788.6	200280.8
1120000.0	171522.7	146047.4	201441.6
1130000.0	172163.8	146300.1	202599.9
1140000.0	172799.7	146546.8	203755.6
1150000.0	173430.2	146787.5	204908.9
1160000.0	174055.7	147022.3	206059.6
1170000.0	174676.0	147251.5	207208.0
1180000.0	175291.2	147475.0	208354.0
1190000.0	175901.5	147693.0	209497.7
1200000.0	176506.9	147905.5	210639.1
1210000.0	177107.4	148112.7	211778.2
1220000.0	177703.1	148314.5	212915.1
1230000.0	178294.1	148511.2	214049.7
1240000.0	178880.4	148702.8	215182.3
1250000.0	179462.1	148889.4	216312.6
1260000.0	180039.3	149071.0	217440.9
1270000.0	180611.9	149247.8	218567.2
1280000.0	181180.1	149419.7	219691.4
1290000.0	181743.9	149587.0	220813.6
1300000.0	182303.3	149749.7	221933.8
1310000.0	182858.5	149907.7	223052.1
1320000.0	183409.4	150061.3	224168.4
1330000.0	183956.1	150210.5	225282.9
1340000.0	184498.7	150355.4	226395.5
1350000.0	185037.2	150495.9	227506.3
1360000.0	185571.7	150632.3	228615.3
1370000.0	186102.1	150764.5	229722.5
1380000.0	186628.7	150892.7	230828.0
1390000.0	187151.3	151016.8	231931.7
1400000.0	187670.0	151137.0	233033.8
1410000.0	188184.9	151253.3	234134.1
1420000.0	188696.1	151365.8	235232.8
1430000.0	189203.5	151474.5	236329.9
1440000.0	189707.2	151579.5	237425.4
1450000.0	190207.3	151680.9	238519.3
1460000.0	190703.8	151778.7	239611.7
1470000.0	191185.5	151862.0	240691.6
1480000.0	191648.1	151926.6	241754.9
1490000.0	192107.1	151987.7	242816.7
1500000.0	192562.6	152045.4	243876.9
1510000.0	193014.6	152099.7	244935.7
1520000.0	193463.2	152150.7	245992.9
1530000.0	193908.3	152198.4	247048.7
1540000.0	194350.1	152242.9	248103.1
1550000.0	194788.5	152284.3	249156.1
1560000.0	195223.6	152322.5	250207.7
1570000.0	195655.5	152357.6	251258.0
1580000.0	196084.2	152389.8	252306.9
1590000.0	196509.6	152419.0	253354.5
1600000.0	196932.0	152445.2	254400.9
1610000.0	197351.2	152468.6	255445.9
1620000.0	197767.3	152489.2	256489.7
1630000.0	198180.4	152506.9	257532.3
1640000.0	198590.5	152522.0	258573.7
1650000.0	198997.6	152534.4	259613.9
1660000.0	199401.7	152544.1	260652.9
1670000.0	199803.0	152551.2	261690.7
1680000.0	200201.3	152555.7	262727.5
1690000.0	200596.9	152557.7	263763.1
1700000.0	200989.6	152557.3	264797.6
1710000.0	201379.5	152554.4	265831.1
1720000.0	201766.6	152549.1	266863.5
1730000.0	202151.1	152541.4	267894.9
1740000.0	202532.8	152531.4	268925.2
1750000.0	202911.8	152519.1	269954.5
1760000.0	203288.3	152504.5	270982.9
1770000.0	203662.1	152487.8	272010.2
1780000.0	204033.3	152468.8	273036.6
1790000.0	204401.9	152447.8	274062.1
1800000.0	204768.1	152424.6	275086.6
1810000.0	205131.7	152399.3	276110.3
1820000.0	205492.8	152371.9	277133.0
1830000.0	205851.5	152342.6	278154.9
1840000.0	206207.7	152311.3	279175.9
1850000.0	206561.6	152278.0	280196.0
1860000.0	206913.1	152242.8	281215.3
1870000.0	207262.2	152205.7	282233.8
1880000.0	207608.9	152166.8	283251.5
1890000.0	207953.4	152126.0	284268.4
1900000.0	208295.6	152083.5	285284.5
1910000.0	208635.5	152039.2	286299.8
1920000.0	208973.2	151993.1	287314.4
1930000.0	209308.7	151945.3	288328.2
1940000.0	209642.3	151896.2	289341.7
1950000.0	209997.9	151868.5	290377.1
1960000.0	210351.4	151839.1	291411.8
1970000.0	210702.7	151808.0	292445.8
1980000.0	211051.8	151775.4	293479.0
1990000.0	211398.9	151741.1	294511.5
2000000.0	211743.9	151705.3	295543.3
2010000.0	212086.9	151668.0	296574.4
2020000.0	212427.8	151629.1	297604.9
2030000.0	212766.6	151588.7	298634.6
2040000.0	213103.5	151546.9	299663.7
2050000.0	213438.4	151503.6	300692.2
2060000.0	213771.3	151458.9	301720.0
2070000.0	214102.3	151412.8	302747.1
2080000.0	214431.3	151365.3	303773.7
2090000.0	214758.4	151316.4	304799.6
2100000.0	215083.6	151266.2	305824.9
2110000.0	215406.9	151214.6	306849.6
2120000.0	215728.4	151161.8	307873.7
2130000.0	216048.0	151107.6	308897.3
2140000.0	216365.8	151052.2	309920.2
2150000.0	216681.7	150995.6	310942.6
2160000.0	216995.8	150937.7	311964.4
2170000.0	217308.2	150878.6	312985.7
2180000.0	217618.8	150818.3	314006.5
2190000.0	217927.6	150756.9	315026.7
2200000.0	218234.7	150694.3	316046.4
2210000.0	218540.1	150630.5	317065.6
2220000.0	218843.7	150565.7	318084.2
2230000.0	219145.7	150499.7	319102.4
2240000.0	219445.9	150432.6	320120.1
2250000.0	219744.5	150364.5	321137.3
2260000.0	220041.4	150295.3	322154.0
2270000.0	220336.7	150225.1	323170.2
2280000.0	220630.4	150153.9	324185.9
2290000.0	220922.5	150081.6	325201.3
2300000.0	221212.9	150008.4	326216.1
2310000.0	221501.8	149934.2	327230.5
2320000.0	221789.1	149859.0	328244.5
2330000.0	222074.8	149782.9	329258.0
2340000.0	222359.0	149705.8	330271.2
2350000.0	222641.6	149627.8	331283.9
2360000.0	222922.7	149549.0	332296.1
2370000.0	223202.3	149469.2	333308.0
2380000.0	223480.4	149388.5	334319.5
2390000.0	223757.1	149307.0	335330.6
2400000.0	224032.2	149224.7	336341.3
2410000.0	224305.9	149141.5	337351.6
2420000.0	224578.1	149057.5	338361.6
2430000.0	224848.9	148972.7	339371.2
2440000.0	225118.3	148887.1	340380.4
2450000.0	225386.2	148800.6	341389.3
2460000.0	225652.7	148713.5	342397.8
2470000.0	225917.9	148625.5	343405.9
2480000.0	226181.7	148536.9	344413.8
2490000.0	226444.0	148447.4	345421.3
2500000.0	226705.1	148357.3	346428.4
2510000.0	226964.7	148266.4	347435.3
2520000.0	227223.1	148174.9	348441.8
2530000.0	227468.6	148072.0	349437.8
2540000.0	227699.1	147955.9	350421.2
2550000.0	227928.3	147839.1	351404.5
2560000.0	228156.3	147721.7	352387.5
2570000.0	228383.1	147603.8	353370.4
2580000.0	228608.6	147485.3	354353.0
2590000.0	228832.9	147366.3	355335.5
2600000.0	229055.9	147246.7	356317.8
2610000.0	229277.8	147126.6	357299.9
2620000.0	229498.5	147006.0	358281.8
2630000.0	229718.0	146884.8	359263.6
2640000.0	229936.3	146763.2	360245.2
2650000.0	230153.5	146641.0	361226.6
2660000.0	230369.5	146518.4	362207.9
2670000.0	230584.4	146395.3	363189.0
2680000.0	230798.1	146271.8	364170.0
2690000.0	231010.8	146147.8	365150.8
2700000.0	231222.3	146023.3	366131.5
2710000.0	231432.7	145898.4	367112.1
2720000.0	231641.9	145773.1	368092.5
2730000.0	231850.1	145647.4	369072.9
2740000.0	232057.3	145521.2	370053.1
2750000.0	232263.3	145394.7	371033.2
2760000.0	232468.3	145267.7	372013.1
2770000.0	232672.2	145140.4	372993.0
2780000.0	232875.1	145012.7	373972.8
2790000.0	233076.9	144884.6	374952.5
2800000.0	233277.7	144756.2	375932.0
2810000.0	233477.5	144627.4	376911.5
2820000.0	233676.3	144498.3	377890.9
2830000.0	233874.0	144368.8	378870.3
2840000.0	234070.8	144239.0	379849.5
2850000.0	234266.5	144108.9	380828.7
2860000.0	234461.3	143978.5	381807.8
2870000.0	234655.1	143847.7	382786.8
2880000.0	234847.9	143716.7	383765.8
2890000.0	235039.8	143585.3	384744.7
2900000.0	235230.7	143453.7	385723.5
2910000.0	235420.6	143321.8	386702.3
2920000.0	235609.6	143189.6	387681.0
2930000.0	235797.7	143057.2	388659.7
2940000.0	235984.9	142924.5	389638.4
2950000.0	236171.1	142791.5	390617.0
2960000.0	236356.4	142658.3	391595.6
2970000.0	236540.8	142524.8	392574.1
2980000.0	236724.3	142391.1	393552.6
2990000.0	236906.9	142257.2	394531.1
