TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
10000.0	7817.5	7568.1	8075.1
20000.0	14017.0	13591.4	14455.9
30000.0	19288.5	18729.8	19863.8
40000.0	23917.5	23250.8	24603.3
50000.0	28073.5	27317.5	28850.4
60000.0	31853.0	31020.0	32708.4
70000.0	35338.0	34437.1	36262.4
80000.0	38582.0	37620.9	39567.7
90000.0	41620.0	40603.7	42661.7
100000.0	44484.0	43417.1	45577.1
110000.0	47189.5	46076.3	48329.6
120000.0	49761.0	48605.0	50944.5
130000.0	52217.8	51020.9	53442.7
140000.0	54576.1	53341.7	55839.1
150000.0	56835.3	55565.7	58134.0
160000.0	59005.0	57702.1	60337.3
170000.0	61094.4	59759.9	62458.7
180000.0	63109.7	61744.8	64504.7
190000.0	65057.7	63663.3	66482.6
200000.0	66955.0	65532.1	68408.9
210000.0	68794.6	67343.4	70277.2
220000.0	70580.2	69100.5	72091.6
230000.0	72315.1	70806.0	73856.4
240000.0	74009.0	72468.3	75582.5
250000.0	75663.7	74088.3	77272.6
260000.0	77254.6	75640.6	78903.0
270000.0	78799.5	77142.1	80492.4
280000.0	80301.3	78595.0	82044.7
290000.0	81773.4	80012.5	83573.1
300000.0	83212.2	81392.0	85073.1
310000.0	84622.8	82739.8	86548.6
320000.0	86027.8	84079.0	88021.7
330000.0	87397.1	85379.6	89462.2
340000.0	88727.4	86638.4	90866.9
350000.0	90031.2	87867.4	92248.3
360000.0	91309.1	89067.2	93607.4
370000.0	92529.8	90206.3	94913.2
380000.0	93722.6	91313.8	96194.9
390000.0	94889.9	92392.2	97455.1
400000.0	96060.1	93469.8	98722.1
410000.0	97198.6	94512.1	99961.5
420000.0	98332.5	95546.2	101200.1
430000.0	99425.2	96535.4	102401.5
440000.0	100530.5	97533.8	103619.3
450000.0	101589.6	98482.6	104794.7
460000.0	102635.3	99414.6	105960.4
470000.0	103654.9	100317.2	107103.7
480000.0	104652.1	101194.3	108228.1
490000.0	105637.9	102056.8	109344.6
500000.0	106614.0	102906.7	110454.9
510000.0	107578.3	103741.7	111556.7
520000.0	108543.1	104574.6	112662.3
530000.0	109493.8	105390.5	113756.9
540000.0	110392.9	106152.2	114803.1
550000.0	111249.1	106868.4	115809.3
560000.0	112080.1	107557.0	116793.5
570000.0	112915.9	108247.9	117785.2
580000.0	113747.3	108932.1	118775.3
590000.0	114559.9	109595.3	119749.3
600000.0	115347.2	110231.1	120700.7
610000.0	116132.2	110862.5	121652.5
620000.0	116898.7	111473.3	122588.1
630000.0	117645.9	112063.0	123507.0
640000.0	118392.2	112649.8	124427.3
650000.0	119141.4	113237.8	125352.8
660000.0	119882.0	113815.4	126271.9
670000.0	120610.7	114379.5	127181.4
680000.0	121329.2	114931.7	128082.7
690000.0	122046.7	115481.5	128985.2
700000.0	122755.2	116020.7	129880.6
710000.0	123453.6	116548.5	130767.9
720000.0	124129.8	117052.6	131634.9
730000.0	124801.2	117550.6	132499.0
740000.0	125457.7	118032.5	133350.0
750000.0	126099.8	118498.8	134188.3
760000.0	126732.9	118954.9	135019.4
770000.0	127363.7	119407.7	135849.8
780000.0	127994.3	119859.1	136681.7
790000.0	128618.6	120303.2	137508.8
800000.0	129240.4	120743.8	138334.9
810000.0	129854.2	121175.4	139154.5
820000.0	130460.1	121598.2	139967.7
830000.0	131058.2	122012.5	140774.6
840000.0	131648.9	122418.4	141575.3
850000.0	132232.1	122816.0	142370.0
860000.0	132796.6	123194.3	143147.3
870000.0	133344.3	123555.0	143909.1
880000.0	133884.9	123908.0	144665.1
890000.0	134427.7	124262.5	145424.4
900000.0	134979.4	124625.2	146193.8
910000.0	135524.4	124980.7	146957.7
920000.0	136063.0	125329.2	147716.2
930000.0	136595.2	125670.7	148469.4
940000.0	137121.1	126005.4	149217.4
950000.0	137640.9	126333.5	149960.3
960000.0	138154.6	126655.1	150698.2
970000.0	138662.4	126970.3	151431.1
980000.0	139164.3	127279.3	152159.2
990000.0	139652.2	127573.8	152874.1
1000000.0	140127.5	127855.5	153577.4
1010000.0	140592.1	128126.1	154271.0
1020000.0	141051.3	128391.0	154960.0
1030000.0	141505.2	128650.4	155644.5
1040000.0	141954.0	128904.3	156324.7
1050000.0	142397.6	129152.8	157000.6
1060000.0	142836.2	129396.1	157672.3
1070000.0	143280.9	129645.2	158350.7
1080000.0	143732.9	129901.4	159037.2
1090000.0	144180.1	130152.5	159719.6
1100000.0	144622.6	130398.8	160398.0
1110000.0	145060.4	130640.2	161072.3
1120000.0	145489.2	130872.5	161738.3
1130000.0	145904.4	131091.2	162391.5
1140000.0	146315.2	131305.4	163040.8
1150000.0	146721.7	131515.1	163686.5
1160000.0	147123.8	131720.4	164328.5
1170000.0	147521.8	131921.5	164966.8
1180000.0	147915.5	132118.4	165601.5
1190000.0	148305.2	132311.2	166232.7
1200000.0	148690.9	132499.9	166860.5
1210000.0	149072.6	132684.6	167484.8
1220000.0	149455.2	132870.2	168110.4
1230000.0	149834.1	133052.1	168732.8
1240000.0	150209.2	133230.2	169352.0
1250000.0	150580.6	133404.7	169967.8
1260000.0	150948.3	133575.5	170580.5
1270000.0	151309.3	133739.8	171187.0
1280000.0	151665.8	133899.5	171789.3
1290000.0	152018.7	134055.8	172388.6
1300000.0	152368.2	134208.7	172984.8
1310000.0	152714.2	134358.3	173577.9
1320000.0	153056.9	134504.7	174168.2
1330000.0	153396.4	134647.8	174755.5
1340000.0	153732.5	134787.9	175339.9
1350000.0	154065.5	134924.8	175921.4
1360000.0	154395.2	135058.7	176500.2
1370000.0	154721.9	135189.7	177076.1
1380000.0	155045.5	135317.7	177649.3
1390000.0	155366.1	135442.9	178219.8
1400000.0	155683.6	135565.3	178787.7
1410000.0	155998.3	135684.8	179352.8
1420000.0	156310.0	135801.7	179915.4
1430000.0	156618.9	135915.9	180475.4
1440000.0	156924.9	136027.4	181032.8
1450000.0	157228.2	136136.4	181587.7
1460000.0	157528.7	136242.8	182140.2
1470000.0	157826.5	136346.7	182690.1
1480000.0	158121.6	136448.2	183237.7
1490000.0	158414.1	136547.2	183782.8
1500000.0	158693.6	136633.6	184315.3
1510000.0	158966.1	136713.3	184841.1
1520000.0	159236.2	136790.8	185364.6
1530000.0	159503.8	136866.0	185885.8
1540000.0	159768.9	136939.1	186404.9
1550000.0	160031.7	137010.0	186921.7
1560000.0	160292.1	137078.8	187436.4
1570000.0	160550.2	137145.6	187948.9
1580000.0	160805.9	137210.3	188459.3
