TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	655742.5	653129.0	658366.5
2000000.0	1170536.5	1165903.2	1175188.3
3000000.0	1626769.5	1620578.5	1632984.1
4000000.0	2042353.0	2034564.0	2050171.8
5000000.0	2427622.0	2418856.5	2436419.2
6000000.0	2786531.0	2776343.4	2796756.0
7000000.0	3124844.0	3113782.4	3135944.9
8000000.0	3444967.0	3433005.3	3456970.4
9000000.0	3749295.0	3736312.3	3762322.9
10000000.0	4040073.5	4026515.0	4053677.6
11000000.0	4317273.0	4302827.7	4331766.8
12000000.0	4582743.5	4567769.9	4597766.1
13000000.0	4838134.5	4822745.3	4853572.8
14000000.0	5084329.0	5068494.8	5100212.7
15000000.0	5321055.5	5304226.2	5337938.2
16000000.0	5549430.5	5532315.0	5566598.9
17000000.0	5771436.5	5753764.2	5789163.1
18000000.0	5984816.0	5966869.2	6002816.8
19000000.0	6192310.0	6173835.0	6210840.3
20000000.0	6393297.0	6374380.5	6412269.7
21000000.0	6588470.5	6569357.8	6607638.8
22000000.0	6777974.2	6758500.4	6797504.1
23000000.0	6962191.8	6942399.0	6982040.9
24000000.0	7141400.0	7121307.5	7161549.3
25000000.0	7315851.3	7295476.9	7336282.7
26000000.0	7485777.8	7465138.2	7506474.4
27000000.0	7651393.6	7630504.6	7672339.7
