##BamQC	0.1.0_devel
>>Basic Statistics	pass
#Measure	Value
File name	ERR458837_1_GRCh37_star.bam
Command generating Sam/Bam file	ID:STAR PN:STAR VN:STAR_2.5.1b CL:STAR   --runThreadN 8   --genomeDir /sw/data/uppnex/igenomes/Homo_sapiens/Ensembl/GRCh37/Sequence/STARIndex/   --genomeLoad NoSharedMemory   --readFilesIn ERR458837_1_val_1.fq.gz   ERR458837_2_val_2.fq.gz      --readFilesCommand zcat      --outFileNamePrefix ERR458837_1_GRCh37   --outStd SAM   --outQSconversionAdd 0   --outSAMattributes Standard   

Has annotation	No
Total chromosomes	25
Sufficient genome coverage	Yes
Total sequences	65538512
Percent primary alignments	92.684
Percent sequences failed vendor QC	 0.000
Percent marked duplicate	 0.000
Percent sequences spliced	   NaN
Percent sequences paired	100.000
Percent sequences properly paired	99.570
Percent singletons	 0.226
Percent sequences unmapped	 0.204
Percent sequences without MD Tag String	   NaN
Percent sequences without Cigar String	   NaN
Percent sequences with inconsistent Cigar or MD Tag Strings	   NaN
Percent sequences discarded for variant call detection	   NaN
>>END_MODULE
>>Genome Coverage	pass
Chromosome_name	Genome_position
Name	0	1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000	11000000	12000000	13000000	14000000	15000000	16000000	17000000	18000000	19000000	
chromosome 22	-1.7818024088251945	0.3262840889962859	0.5401062705470079	0.52100877222412	0.39440327705778094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome X	0.815405558486481	1.2223387132188157	0.08097193552044836	0.7893057490510249	-0.8193830845910484	0.5584124207469434	0.236481036524719	-2.454590454047866	0.34402179152702844	-0.01722040878627122	-0.32951445088225395	-1.1694690369033829	0.7432402301353732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome Y	0.558527240145856	1.1352898677290526	0.3901205761962705	-1.2363551053479922	-0.8475825787231874	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 10	0.5605358135419828	0.18019243018836584	0.7043155285650894	-1.3172640116904637	-1.2592911788776702	1.1474782845460734	-0.1717181897780677	1.7539332934474612	0.0361635222254995	-0.6210283680437373	-1.0133171241245345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 11	0.443555193483301	-0.37087560890273463	0.4808911095913654	-0.8105868006388753	0.8480988739258261	2.3411551524070386	-0.6679438845898716	-0.6847338672645762	0.1372691956248739	-0.5672791129889194	-1.1495502506474653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 12	1.806331547494344	-0.9011907446174322	-1.2942868468357565	-0.5688655818017125	0.554227942127297	0.9551630741008865	-1.4651363859485087	-0.038245287475909016	0.43274354336650894	0.6035485865024858	-0.08428984691220782	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 13	-2.7040412020525695	0.2108473393392281	0.5932558987579156	0.7231289744357392	0.03376859054893934	-0.3260564099607043	0.6244723403718621	0.385872454098167	0.13638826146672642	0.3223637529946945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 14	-2.4827515811631224	0.21802436337934378	0.4466573667841857	-0.3863683623744412	0.982300107524753	0.32875033445507795	0.03982030630854568	0.407264520337901	0.4463029447477617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 15	-2.4892146939873117	-0.40084985063285183	0.00942865252568158	0.9072964148547525	0.5296407200022892	0.4697566729339648	0.32350604981360104	0.3603862898109359	0.29004974467893496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 16	0.13274463408570555	1.6819600243637127	0.7599140766088114	-1.6202601678984485	0.09956263740287163	0.08953860791355485	-0.9452247995161532	-0.1982350129600603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 17	-0.43944035954522775	-1.7566721978484898	0.515609476795122	0.15549701280979514	-0.14367770285559667	0.12087623770791193	1.5478075329364849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 18	1.448812005817739	0.23495728968332658	-1.024318448875398	-0.13568568229369649	1.1609982555284533	-0.768323911735038	-0.9164395081253837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome MT	4.863536979949337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 19	0.47359546076616726	0.4307360915418445	-1.7430096015595768	0.102794515347976	0.7358835339035907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 1	0.18805775520535667	0.5271620065524766	0.30932119781535217	0.14069462994892645	-0.35495759371127705	0.1361559189724072	0.10427097881566467	0.5115440929181255	-0.01860702985078814	0.15051568058846937	-4.094441678168587	0.6226524295553569	0.7074718276625455	0.04279050796910146	0.6411790145592523	0.11198312391701767	0.19721112881707437	-0.06339174219472375	0.05871275685235555	0.08167499377590495	
chromosome 2	0.1362897332385205	-1.5303614076197156	0.24553001655917633	-0.4124678291702448	-0.5488088552410725	1.2084677745197074	1.4357342129727204	-1.1659450478162832	-0.08883650963371655	2.2675515294582524	-1.3542991199713639	0.6885553632530892	0.41753955841496604	0.13768038951163178	-0.5443240584571405	0.8022977312247211	-0.005762923187682142	-0.9631475305980285	0.4869989844632683	-1.2126920119207822	
chromosome 3	-0.241544646649599	1.9276709773894203	-0.021445475426682473	0.2366926995833897	-0.598623210891915	-0.44354603479736876	-2.3743661500087763	-1.461463420297668	0.027073947112371637	0.8449239382520827	-0.4384546997903049	0.5945004260859861	0.4084206023540077	0.27144675928672923	0.11711772962379999	1.1515965581745315	NaN	NaN	NaN	NaN	
chromosome 4	-0.4986075120866631	-0.06017697216634871	-0.29261049369362835	-0.08727023337733321	-0.8596992577795209	1.3376777836527223	0.799191079764216	0.3685910239322204	0.9052989151114921	0.871438591282171	-1.704619267604505	0.13188887745323902	0.5334706678925256	0.3755095077101501	0.6338919575405555	-2.4539746676313	NaN	NaN	NaN	NaN	
chromosome 5	-1.8733988931454684	-1.6780702702696588	-0.08057138115322181	-0.9424416920859927	-0.12163962939065698	-0.5545990977205193	0.8663385493274525	1.6258251218832465	-0.4221425588484445	0.39416357817154346	0.6288812011623893	0.7339939820189609	0.658930076064487	-0.3487770553523072	1.1135080693381803	NaN	NaN	NaN	NaN	NaN	
chromosome 6	0.16166803244805802	0.5139573305235049	1.0729717016716107	-0.6508201033637435	1.596386582029535	0.5832041926466434	-0.9345914011708167	-1.224473109147212	-0.6490688106978959	0.013816157308927926	-0.9970451275148854	0.22233140032404586	1.6233224159051804	-1.331659260962954	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 7	-0.38920273046165416	0.5213051150297919	0.32572884544505776	0.22910072303553364	-1.894492955641196	-0.9029057725861979	-0.7865573207343862	0.8169487247889239	1.939682076313228	-1.1118610761838472	0.15549909969686762	0.7759057836285004	0.3208494876693771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 8	-1.7389701947724192	0.2707734589280053	0.37508724773552526	0.9199129286323964	1.0398971414388238	-0.6978595531775177	-1.022279724164103	0.34373071012812545	1.689686298998363	-0.08970627612001221	0.05764915713405036	-1.1479211947612697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 9	0.8420319460218968	-0.04132561527642096	0.530635907176673	-0.6140282729346203	-2.9201990038957897	0.11251234633946601	0.24369908884868555	0.2804849719449623	0.5253708997466695	0.4912937377182474	0.6516004668233367	-0.10207647251309779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 20	-1.273419887262578	0.8601349433776188	0.43602557406418146	0.8395682257394235	-0.8623088559186329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
chromosome 21	-1.482599962294403	0.28078102475193245	0.6218258334892494	0.5799931040532208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
>>END_MODULE
>>Chromosome Read Density	pass
Chromosome_name	Chromosome_length_(log)	Read_number_(log)
MT	9.72	11.2
21	17.69	13.92
22	17.75	13.44
Y	17.89	8.68
19	17.9	13.85
20	17.96	13.93
18	18.17	13.78
17	18.21	14.64
16	18.32	13.92
15	18.45	14.91
14	18.49	15.24
13	18.56	14.12
12	18.71	14.93
11	18.72	15.31
10	18.72	14.86
9	18.77	14.88
8	18.8	14.36
X	18.86	14.42
7	18.88	15.1
6	18.96	15.51
5	19.01	14.85
4	19.07	15.16
3	19.1	15.24
2	19.31	15.49
1	19.33	15.7
>>END_MODULE
>>Soft Clip Length Distributions	pass
Length	5'_count	3'_count
0	52126489	63105994
1	6713629	1030480
2	3661772	693699
3	1163613	180697
4	899946	138520
5	259379	57466
6	181159	50603
7	42113	24381
8	26316	19702
9	28182	15990
10	25871	14469
11	20389	7849
12	14853	6168
13	13947	6056
14	13551	5494
15	12041	5082
16	11709	4334
17	11374	4861
18	10511	3758
19	10260	2980
20	8844	2610
21	8079	2220
22	7592	2066
23	7307	1767
24	6546	1697
25	6625	1591
26	6048	1401
27	5702	1306
28	6020	1095
29	6143	1186
30	5042	819
31	5058	756
32	5075	1095
33	4931	757
34	4213	587
35	3807	490
36	3865	412
37	4108	459
38	3768	370
39	3299	352
40	3761	304
41	3059	298
42	2654	312
43	3353	258
44	2698	266
45	2414	233
46	2275	181
47	2063	178
48	1961	176
49	2150	144
50	1742	108
51	1611	110
52	1536	108
53	1319	91
54	1373	85
55	1348	102
56	1376	81
57	1201	74
58	1225	57
59	1041	69
60	1192	44
61	1003	49
62	1023	37
63	812	25
64	674	33
65	512	11
66	374	11
67	112	0
68	26	0
>>END_MODULE
>>Indel Frequencies	pass
Position	1st_read_del_freq	1st_read_ins_freq	2nd_read_del_freq	2nd_read_ins_freq
1	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0
4	3.057867247983539E-6	0.0	1.5289336239917695E-6	0.0
5	4.586800871975309E-6	0.0	9.173601743950617E-6	0.0
6	5.198374321572017E-5	1.2231468991934156E-5	9.173601743950617E-6	3.057867247983539E-6
7	9.173601743950617E-5	3.210760610382716E-5	6.727307945563786E-5	1.0702535367942387E-5
8	1.2690149273155647E-4	5.198374401051711E-5	9.020708519472086E-5	4.433907577367636E-5
9	2.033483212258265E-4	2.0946406021006187E-4	2.140508644482384E-4	2.3239808140094456E-4
10	3.9599489236919985E-4	6.574432576013742E-4	5.61120175673731E-4	6.207487502003673E-4
11	0.001142123003925998	0.002634374746672684	0.0016283279774848567	0.0020503171998189607
12	0.001733834905983261	0.0018347459322574189	0.003320890137385928	0.0020793787232250747
13	0.0023133185208577163	0.0017139656720961665	0.0028239916113841387	0.001915788570148525
14	0.0024753953121455907	0.001843932517879915	0.0027139139462992114	0.002030466321512875
15	0.002888226844302556	0.0019983655296471363	0.0030686454613632766	0.001883692679820407
16	0.002983034013162351	0.0020687058020546698	0.0038010366769459787	0.0020060177474469526
17	0.0035900713976213697	0.002235385171772761	0.004042652800387948	0.0031527799071104194
18	0.003975441496095635	0.002960174898631211	0.00421549700182141	0.003616122745486991
19	0.004232426386132638	0.003769122486205547	0.005269126201811081	0.003981661238977381
20	0.004431384958264703	0.0035720204494500848	0.004440559668323222	0.004220366626918765
21	0.004511794059083702	0.0035849644998278635	0.0054187411360452735	0.003640023681565834
22	0.005492732690955364	0.003675588041315996	0.005488143941840114	0.004579571617020429
23	0.0053008683373076074	0.003809282008627978	0.0052167275700487565	0.005328405315683232
24	0.005112354510401163	0.004211074412638132	0.005069509276551647	0.005095522454245996
25	0.004875254781809848	0.004630344023539965	0.005538044521377717	0.005230375381301177
26	0.005335032376786324	0.005022648161842464	0.0056550730675866525	0.006612132549645049
27	0.005276552785332157	0.005553782409176895	0.005608922002869771	0.005423591701846493
28	0.005791305170359285	0.005607454212570102	0.006208034008014768	0.00584492836638113
29	0.00553603519030121	0.005310731432556393	0.005821113414386488	0.005350581076783367
30	0.006013905707908004	0.0057056968738209285	0.006027706103464142	0.004782603748843719
31	0.005845114409446613	0.00586199006784659	0.00617342267286435	0.005625730850246911
32	0.006890968034287984	0.005901062826689821	0.005790561780260259	0.0069293364531871375
33	0.00705521358860552	0.007363898379922392	0.006050836207902862	0.0077232627638435265
34	0.006929400441232262	0.007150649590575376	0.005973727032264087	0.005569640044227705
35	0.007526505451359044	0.007403523336140759	0.009159093030881778	0.005465017745012541
36	0.007529421464327116	0.006289643384603387	0.008844570668004273	0.005348273428287106
37	0.007453795813973507	0.006265866340730826	0.008292424781482913	0.005453396441932722
38	0.006695002120109662	0.006476402372798654	0.00830525096297807	0.0060823070537027535
39	0.006995812616465956	0.00648290957787433	0.007319264983145359	0.00553257571958294
40	0.006565798027514054	0.0063839285046862	0.00774024359018206	0.00551619510339737
41	0.00628973441002646	0.006107736209834424	0.007650093838580491	0.005555572178743332
42	0.00673864596021338	0.005885320744734104	0.007892872472290232	0.005902294664029351
43	0.006755017665722199	0.006180648163631078	0.00834534182473794	0.006239320317070494
44	0.006674773219944593	0.006376571545997994	0.007872215174911506	0.005338273489562169
45	0.006737907968187796	0.006139429569360925	0.007571447650274833	0.005219288361862247
46	0.007436695171056915	0.006300447407618993	0.007223068207358777	0.005826752835940514
47	0.006882395612740007	0.0067956492354468625	0.0069505534806131915	0.0063030537358179355
48	0.010891079269677867	0.006571855519454018	0.007354772961615914	0.0058695553188612675
49	0.007514662904513745	0.006414312636174166	0.0070273427574634945	0.006685908259530198
50	0.007355044093279551	0.006582710073765513	0.006817362864402575	0.00493081658736024
51	0.006859011844508256	0.006135454560548106	0.006611601934508979	0.005083573433758728
52	0.007229889603386043	0.005863966901496866	0.006320312798479225	0.004602396333047341
53	0.006833750808516291	0.005665948080800411	0.00622880093087442	0.004601049198250416
54	0.007355478815284207	0.005297630995597392	0.0063733951441286634	0.004837035315166732
55	0.008040843984623817	0.005215133156110547	0.0062816161583496444	0.005119743913974791
56	0.007180203781797508	0.005132521839225101	0.006246448282353626	0.0047408458746932705
57	0.006560035295562453	0.004560024534720241	0.006469054413892768	0.004751398113404751
58	0.006440901547128116	0.004789831418827713	0.006222539275164504	0.0050898831738280725
59	0.006374587805635403	0.00512516230139583	0.006273878445092163	0.005337596108791727
60	0.006666835072055904	0.004445082324533016	0.0065627643258979835	0.005757004457917716
61	0.007436338854410584	0.004733652469491966	0.005991745079079814	0.005681963481744112
62	0.00724585668236903	0.004369360813488863	0.006330823874326798	0.006101274121444231
63	0.007287382910125788	0.004430487694379914	0.005866073574585365	0.005755033782746269
64	0.007364881377232817	0.004507650842930707	0.005779651080794752	0.005709691067712229
65	0.00704119422224821	0.0059269096939820794	0.006154867759135236	0.005844015852108204
66	0.006450775692574626	0.005440991653374777	0.00668441827533719	0.007298930273835988
67	0.006720739729740309	0.005251830736077192	0.006197962074790335	0.004108455067428936
68	0.006692261768100382	0.00527600363269408	0.00588848303063937	0.004922340988211234
69	0.008753833167319494	0.005041111660075148	0.00659681129294132	0.0047009535020080375
70	0.008186639197777297	0.006022299492852179	0.007152997141389293	0.004445146120429167
71	0.007456144259784339	0.006616861311317432	0.006024330796442343	0.003714273474066311
72	0.007297642106278249	0.006732778887255597	0.005987224552061432	0.0039963665783879325
73	0.007828794085866083	0.005330763856173672	0.005240965383864468	0.004169914514140141
74	0.00978357214344644	0.0047852647669788285	0.0049360333829247365	0.003928177961112415
75	0.009932685523638343	0.0039055944900735357	0.004532662126280032	0.00381178122166469
76	0.009513011816565727	0.004026706652502886	0.004572196469960173	0.0037804097349236863
77	0.00823578599131784	0.004050712868237293	0.004793841191320958	0.003616115500719615
78	0.005791688131548787	0.004243019367218605	0.005092289334754511	0.0029707796511452087
79	0.005675164047031237	0.004092875456258602	0.004691669658686301	0.002761478291084165
80	0.005166285029005421	0.003589332423340896	0.004403026518374617	0.0025369098954667033
81	0.005144302591869432	0.0033213051579327954	0.003554675886952513	0.0028021398404758867
82	0.004741231291480996	0.0026653500166011045	0.0032327349149725315	0.00261948357272078
83	0.004348411902608958	0.0021989613390499953	0.002557487644329886	0.0017943387945198333
84	0.00413345563004133	0.0020727382407394624	0.0020899108856503113	0.0016846364657542771
85	0.004107022791176248	0.002081168114720624	0.001968812693244843	0.0014174068555406244
86	0.0040870568534162	0.0018284659974806177	0.0017588101499575466	0.0012764434058602787
87	0.003670950370344774	0.0017794301413503293	0.0016848541299006072	0.0011156466535828344
