#GC Content (%)	Sample	HUMAN (hg19)
1.0	0.0	0.0
2.0	0.0	3.0E-6
3.0	0.0	3.0E-6
4.0	0.0	1.0E-5
5.0	0.0	8.0E-6
6.0	0.0	1.2000000000000002E-5
7.0	0.0	6.999999999999999E-6
8.0	0.0	9.999999999999999E-6
9.0	0.0	1.6E-5
10.0	0.0	1.5000000000000002E-5
11.0	0.0	1.9999999999999998E-5
12.0	0.0	1.6E-5
13.0	0.0	1.6E-5
14.0	0.0	2.4999999999999998E-5
15.0	0.0	2.2000000000000003E-5
16.0	0.0	2.6999999999999996E-5
17.0	0.0	3.3E-5
18.0	0.0	3.7000000000000005E-5
19.0	0.0	4.7000000000000004E-5
20.0	0.0	5.4999999999999995E-5
21.0	0.0	6.400000000000001E-5
22.0	0.0	9.3E-5
23.0	2.5406504065040653E-4	1.66E-4
24.0	5.081300813008131E-4	3.03E-4
25.0	2.5406504065040653E-4	7.059999999999999E-4
26.0	2.5406504065040653E-4	0.0016020000000000001
27.0	2.5406504065040653E-4	0.0033690000000000005
28.0	0.0012703252032520327	0.006167999999999999
29.0	2.5406504065040653E-4	0.010352
30.0	2.5406504065040653E-4	0.015647
31.0	0.0010162601626016261	0.022148
32.0	7.621951219512195E-4	0.028808
33.0	0.0017784552845528457	0.035106000000000005
34.0	0.001524390243902439	0.041161
35.0	0.0017784552845528457	0.047408
36.0	0.002540650406504065	0.052698999999999996
37.0	0.0043191056910569115	0.057517000000000006
38.0	0.007876016260162603	0.061487999999999994
39.0	0.0068597560975609765	0.063321
40.0	0.009908536585365852	0.060248
41.0	0.016514227642276422	0.055508
42.0	0.010162601626016262	0.051446000000000006
43.0	0.013719512195121953	0.048194
44.0	0.014481707317073171	0.044423
45.0	0.024136178861788614	0.040655000000000004
46.0	0.022865853658536585	0.03652
47.0	0.02083333333333333	0.032315
48.0	0.01448170731707317	0.028137999999999996
49.0	0.017276422764227643	0.02458
50.0	0.022357723577235773	0.020810000000000002
51.0	0.024898373983739838	0.017532
52.0	0.01778455284552846	0.014506999999999997
53.0	0.020579268292682928	0.012007
54.0	0.019817073170731704	0.010018
55.0	0.021341463414634148	0.008414999999999999
56.0	0.0236280487804878	0.007258
57.0	0.017022357723577235	0.006174999999999999
58.0	0.026676829268292686	0.005363000000000001
59.0	0.03353658536585366	0.0046159999999999994
60.0	0.04268292682926829	0.003946
61.0	0.04496951219512195	0.0034579999999999993
62.0	0.049034552845528455	0.002915
63.0	0.057164634146341466	0.0024610000000000005
64.0	0.05818089430894309	0.0019950000000000002
65.0	0.061991869918699184	0.0016779999999999998
66.0	0.054115853658536585	0.0013500000000000003
67.0	0.05436991869918698	0.001069
68.0	0.04827235772357724	8.119999999999999E-4
69.0	0.03201219512195122	6.4E-4
70.0	0.02489837398373984	5.05E-4
71.0	0.01753048780487805	4.0299999999999993E-4
72.0	0.009654471544715446	3.2E-4
73.0	0.0020325203252032522	2.79E-4
74.0	0.002794715447154472	2.0700000000000002E-4
75.0	7.621951219512195E-4	2.0099999999999998E-4
76.0	0.0020325203252032522	1.54E-4
77.0	0.0010162601626016261	1.12E-4
78.0	0.0010162601626016261	7.699999999999999E-5
79.0	0.002794715447154472	6.3E-5
80.0	0.005843495934959351	3.7E-5
81.0	0.0030487804878048786	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	0.0	4.0E-6
85.0	0.0	0.0
86.0	0.0	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	0.0	0.0
94.0	0.0	0.0
95.0	0.0	0.0
96.0	0.0	0.0
97.0	0.0	0.0
98.0	0.0	0.0
99.0	0.0	0.0
100.0	0.0	0.0
