COVERAGE SUMMARY,,Aligned bases,2681090848
COVERAGE SUMMARY,,Aligned bases in QC coverage region,3300067366,4.13
COVERAGE SUMMARY,,Average alignment coverage over QC coverage region,42.75
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over QC coverage region,90.54
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1500x: inf),0.007
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x: inf),0.016
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x: inf),0.024
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: inf),0.035
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: inf),4.13
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x: inf),50.9
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x: inf),62.09
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x: inf),78.64
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x: inf),89.51
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x: inf),95.91
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x:1500x),0.0001
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x:1000x),0.0001
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: 500x),0.0006
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: 100x),0.98
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x:  50x),0.95
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x:  20x),0.79
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x:  15x),0.54
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x:  10x),0.42
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x:   3x),0.1
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x:   1x),0.003
COVERAGE SUMMARY,,Average chr X coverage over QC coverage region,86.47
COVERAGE SUMMARY,,Average chr Y coverage over QC coverage region,65.74
COVERAGE SUMMARY,,Average mitochondrial coverage over QC coverage region,51.9
COVERAGE SUMMARY,,Average autosomal coverage over QC coverage region,99.01
COVERAGE SUMMARY,,Median autosomal coverage over QC coverage region,25.11
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over QC coverage region,76.85
COVERAGE SUMMARY,,Aligned reads,2199351065
COVERAGE SUMMARY,,Aligned reads in QC coverage region,2325591961,19.02
