COVERAGE SUMMARY,,Aligned bases,3823637287
COVERAGE SUMMARY,,Aligned bases in QC coverage region,1741319592,7.19
COVERAGE SUMMARY,,Average alignment coverage over QC coverage region,11.44
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over QC coverage region,79.47
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1500x: inf),0.005
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x: inf),0.011
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x: inf),0.029
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: inf),0.03
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: inf),4.09
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x: inf),53.19
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x: inf),66.55
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x: inf),72.53
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x: inf),81.82
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x: inf),97.01
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x:1500x),0.0004
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x:1000x),0.0004
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: 500x),0.0006
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: 100x),0.81
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x:  50x),0.81
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x:  20x),0.53
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x:  15x),0.94
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x:  10x),0.49
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x:   3x),0.11
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x:   1x),0.007
COVERAGE SUMMARY,,Average chr X coverage over QC coverage region,62.01
COVERAGE SUMMARY,,Average chr Y coverage over QC coverage region,40.45
COVERAGE SUMMARY,,Average mitochondrial coverage over QC coverage region,51.7
COVERAGE SUMMARY,,Average autosomal coverage over QC coverage region,3.88
COVERAGE SUMMARY,,Median autosomal coverage over QC coverage region,33.77
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over QC coverage region,33.12
COVERAGE SUMMARY,,Aligned reads,2363710225
COVERAGE SUMMARY,,Aligned reads in QC coverage region,2369348775,17.34
