COVERAGE SUMMARY,,Aligned bases,2924038176
COVERAGE SUMMARY,,Aligned bases in target region,1376536909,10.51
COVERAGE SUMMARY,,Average alignment coverage over target region,73.7
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over target region,65.34
COVERAGE SUMMARY,,PCT of target region with coverage [1500x: inf),0.004
COVERAGE SUMMARY,,PCT of target region with coverage [1000x: inf),0.015
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x: inf),0.021
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: inf),0.031
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: inf),4.05
COVERAGE SUMMARY,,PCT of target region with coverage [  20x: inf),55.27
COVERAGE SUMMARY,,PCT of target region with coverage [  15x: inf),60.89
COVERAGE SUMMARY,,PCT of target region with coverage [  10x: inf),74.62
COVERAGE SUMMARY,,PCT of target region with coverage [   3x: inf),89.29
COVERAGE SUMMARY,,PCT of target region with coverage [   1x: inf),91.74
COVERAGE SUMMARY,,PCT of target region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of target region with coverage [1000x:1500x),0.0005
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x:1000x),0.0008
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: 500x),0.0006
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: 100x),0.46
COVERAGE SUMMARY,,PCT of target region with coverage [  20x:  50x),0.6
COVERAGE SUMMARY,,PCT of target region with coverage [  15x:  20x),0.88
COVERAGE SUMMARY,,PCT of target region with coverage [  10x:  15x),0.56
COVERAGE SUMMARY,,PCT of target region with coverage [   3x:  10x),0.56
COVERAGE SUMMARY,,PCT of target region with coverage [   1x:   3x),0.17
COVERAGE SUMMARY,,PCT of target region with coverage [   0x:   1x),0.01
COVERAGE SUMMARY,,Average chr X coverage over target region,32.31
COVERAGE SUMMARY,,Average chr Y coverage over target region,50.01
COVERAGE SUMMARY,,Average mitochondrial coverage over target region,64.1
COVERAGE SUMMARY,,Average autosomal coverage over target region,43.26
COVERAGE SUMMARY,,Median autosomal coverage over target region,90.51
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over target region,18.36
COVERAGE SUMMARY,,Aligned reads,3112943007
COVERAGE SUMMARY,,Aligned reads in target region,3472282911,64.75
