COVERAGE SUMMARY,,Aligned bases,3907955625
COVERAGE SUMMARY,,Aligned bases in QC coverage region,1159058699,99.78
COVERAGE SUMMARY,,Average alignment coverage over QC coverage region,87.82
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over QC coverage region,12.66
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1500x: inf),0.009
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x: inf),0.02
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x: inf),0.025
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: inf),0.035
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: inf),4.42
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x: inf),57.26
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x: inf),67.08
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x: inf),79.92
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x: inf),82.24
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x: inf),96.19
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x:1500x),0.0009
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x:1000x),0.0003
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: 500x),0.0003
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: 100x),0.7
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x:  50x),0.84
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x:  20x),0.83
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x:  15x),0.47
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x:  10x),0.39
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x:   3x),0.16
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x:   1x),0.007
COVERAGE SUMMARY,,Average chr X coverage over QC coverage region,67.22
COVERAGE SUMMARY,,Average chr Y coverage over QC coverage region,47.49
COVERAGE SUMMARY,,Average mitochondrial coverage over QC coverage region,76.9
COVERAGE SUMMARY,,Average autosomal coverage over QC coverage region,79.31
COVERAGE SUMMARY,,Median autosomal coverage over QC coverage region,35.39
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over QC coverage region,81.04
COVERAGE SUMMARY,,Aligned reads,1734838863
COVERAGE SUMMARY,,Aligned reads in QC coverage region,3665754018,42.05
