COVERAGE SUMMARY,,Aligned bases,1935654072
COVERAGE SUMMARY,,Aligned bases in target region,1822527638,88.75
COVERAGE SUMMARY,,Average alignment coverage over target region,64.25
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over target region,94.64
COVERAGE SUMMARY,,PCT of target region with coverage [1500x: inf),0.006
COVERAGE SUMMARY,,PCT of target region with coverage [1000x: inf),0.018
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x: inf),0.024
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: inf),0.037
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: inf),4.71
COVERAGE SUMMARY,,PCT of target region with coverage [  20x: inf),58.76
COVERAGE SUMMARY,,PCT of target region with coverage [  15x: inf),63.33
COVERAGE SUMMARY,,PCT of target region with coverage [  10x: inf),71.3
COVERAGE SUMMARY,,PCT of target region with coverage [   3x: inf),86.28
COVERAGE SUMMARY,,PCT of target region with coverage [   1x: inf),96.74
COVERAGE SUMMARY,,PCT of target region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of target region with coverage [1000x:1500x),0.0007
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x:1000x),0.0008
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: 500x),0.0009
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: 100x),0.77
COVERAGE SUMMARY,,PCT of target region with coverage [  20x:  50x),0.4
COVERAGE SUMMARY,,PCT of target region with coverage [  15x:  20x),0.65
COVERAGE SUMMARY,,PCT of target region with coverage [  10x:  15x),0.83
COVERAGE SUMMARY,,PCT of target region with coverage [   3x:  10x),0.7
COVERAGE SUMMARY,,PCT of target region with coverage [   1x:   3x),0.13
COVERAGE SUMMARY,,PCT of target region with coverage [   0x:   1x),0.001
COVERAGE SUMMARY,,Average chr X coverage over target region,116.75
COVERAGE SUMMARY,,Average chr Y coverage over target region,55.91
COVERAGE SUMMARY,,Average mitochondrial coverage over target region,12.4
COVERAGE SUMMARY,,Average autosomal coverage over target region,16.17
COVERAGE SUMMARY,,Median autosomal coverage over target region,75.38
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over target region,38.94
COVERAGE SUMMARY,,Aligned reads,3513096554
COVERAGE SUMMARY,,Aligned reads in target region,2435711043,67.12
