COVERAGE SUMMARY,,Aligned bases,1054018820
COVERAGE SUMMARY,,Aligned bases in target region,2100851909,2.97
COVERAGE SUMMARY,,Average alignment coverage over target region,62.18
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over target region,69.11
COVERAGE SUMMARY,,PCT of target region with coverage [1500x: inf),0.005
COVERAGE SUMMARY,,PCT of target region with coverage [1000x: inf),0.018
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x: inf),0.022
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: inf),0.039
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: inf),4.93
COVERAGE SUMMARY,,PCT of target region with coverage [  20x: inf),58.72
COVERAGE SUMMARY,,PCT of target region with coverage [  15x: inf),63.79
COVERAGE SUMMARY,,PCT of target region with coverage [  10x: inf),77.1
COVERAGE SUMMARY,,PCT of target region with coverage [   3x: inf),86.04
COVERAGE SUMMARY,,PCT of target region with coverage [   1x: inf),99.23
COVERAGE SUMMARY,,PCT of target region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of target region with coverage [1000x:1500x),0.0002
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x:1000x),0.0
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: 500x),0.0008
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: 100x),0.87
COVERAGE SUMMARY,,PCT of target region with coverage [  20x:  50x),0.59
COVERAGE SUMMARY,,PCT of target region with coverage [  15x:  20x),0.74
COVERAGE SUMMARY,,PCT of target region with coverage [  10x:  15x),0.89
COVERAGE SUMMARY,,PCT of target region with coverage [   3x:  10x),0.43
COVERAGE SUMMARY,,PCT of target region with coverage [   1x:   3x),0.12
COVERAGE SUMMARY,,PCT of target region with coverage [   0x:   1x),0.002
COVERAGE SUMMARY,,Average chr X coverage over target region,67.11
COVERAGE SUMMARY,,Average chr Y coverage over target region,94.36
COVERAGE SUMMARY,,Average mitochondrial coverage over target region,86.5
COVERAGE SUMMARY,,Average autosomal coverage over target region,28.62
COVERAGE SUMMARY,,Median autosomal coverage over target region,70.52
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over target region,42.68
COVERAGE SUMMARY,,Aligned reads,2960292153
COVERAGE SUMMARY,,Aligned reads in target region,2813322651,94.19
