COVERAGE SUMMARY,,Aligned bases,3437202518
COVERAGE SUMMARY,,Aligned bases in QC coverage region,1458401306,90.31
COVERAGE SUMMARY,,Average alignment coverage over QC coverage region,23.55
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over QC coverage region,61.2
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1500x: inf),0.001
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x: inf),0.014
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x: inf),0.027
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: inf),0.039
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: inf),4.93
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x: inf),55.1
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x: inf),69.85
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x: inf),72.79
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x: inf),80.66
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x: inf),93.43
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x:1500x),0.0
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x:1000x),0.0006
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: 500x),0.0003
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: 100x),0.42
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x:  50x),0.67
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x:  20x),0.56
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x:  15x),0.95
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x:  10x),0.69
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x:   3x),0.12
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x:   1x),0.005
COVERAGE SUMMARY,,Average chr X coverage over QC coverage region,82.67
COVERAGE SUMMARY,,Average chr Y coverage over QC coverage region,106.17
COVERAGE SUMMARY,,Average mitochondrial coverage over QC coverage region,40.4
COVERAGE SUMMARY,,Average autosomal coverage over QC coverage region,40.02
COVERAGE SUMMARY,,Median autosomal coverage over QC coverage region,9.9
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over QC coverage region,80.9
COVERAGE SUMMARY,,Aligned reads,2497983199
COVERAGE SUMMARY,,Aligned reads in QC coverage region,1456739166,58.36
