COVERAGE SUMMARY,,Aligned bases,3124999043
COVERAGE SUMMARY,,Aligned bases in QC coverage region,2954525688,19.61
COVERAGE SUMMARY,,Average alignment coverage over QC coverage region,1.44
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over QC coverage region,0.89
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1500x: inf),0.001
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x: inf),0.019
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x: inf),0.02
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: inf),0.035
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: inf),4.33
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x: inf),52.3
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x: inf),60.02
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x: inf),71.01
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x: inf),88.84
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x: inf),99.43
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x:1500x),0.0004
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x:1000x),0.0001
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: 500x),0.0006
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: 100x),0.86
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x:  50x),0.99
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x:  20x),1.0
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x:  15x),0.78
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x:  10x),0.26
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x:   3x),0.12
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x:   1x),0.003
COVERAGE SUMMARY,,Average chr X coverage over QC coverage region,39.91
COVERAGE SUMMARY,,Average chr Y coverage over QC coverage region,71.04
COVERAGE SUMMARY,,Average mitochondrial coverage over QC coverage region,46.2
COVERAGE SUMMARY,,Average autosomal coverage over QC coverage region,97.58
COVERAGE SUMMARY,,Median autosomal coverage over QC coverage region,28.96
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over QC coverage region,47.54
COVERAGE SUMMARY,,Aligned reads,3045819202
COVERAGE SUMMARY,,Aligned reads in QC coverage region,2124097713,27.21
