COVERAGE SUMMARY,,Aligned bases,3731990401
COVERAGE SUMMARY,,Aligned bases in target region,3714052418,15.74
COVERAGE SUMMARY,,Average alignment coverage over target region,81.53
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over target region,27.18
COVERAGE SUMMARY,,PCT of target region with coverage [1500x: inf),0.005
COVERAGE SUMMARY,,PCT of target region with coverage [1000x: inf),0.011
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x: inf),0.026
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: inf),0.031
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: inf),4.63
COVERAGE SUMMARY,,PCT of target region with coverage [  20x: inf),54.92
COVERAGE SUMMARY,,PCT of target region with coverage [  15x: inf),65.95
COVERAGE SUMMARY,,PCT of target region with coverage [  10x: inf),78.92
COVERAGE SUMMARY,,PCT of target region with coverage [   3x: inf),88.45
COVERAGE SUMMARY,,PCT of target region with coverage [   1x: inf),96.57
COVERAGE SUMMARY,,PCT of target region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of target region with coverage [1000x:1500x),0.0007
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x:1000x),0.0006
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: 500x),0.001
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: 100x),0.59
COVERAGE SUMMARY,,PCT of target region with coverage [  20x:  50x),0.66
COVERAGE SUMMARY,,PCT of target region with coverage [  15x:  20x),0.4
COVERAGE SUMMARY,,PCT of target region with coverage [  10x:  15x),0.46
COVERAGE SUMMARY,,PCT of target region with coverage [   3x:  10x),0.97
COVERAGE SUMMARY,,PCT of target region with coverage [   1x:   3x),0.17
COVERAGE SUMMARY,,PCT of target region with coverage [   0x:   1x),0.002
COVERAGE SUMMARY,,Average chr X coverage over target region,33.95
COVERAGE SUMMARY,,Average chr Y coverage over target region,55.36
COVERAGE SUMMARY,,Average mitochondrial coverage over target region,34.5
COVERAGE SUMMARY,,Average autosomal coverage over target region,85.4
COVERAGE SUMMARY,,Median autosomal coverage over target region,96.81
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over target region,25.74
COVERAGE SUMMARY,,Aligned reads,1954718829
COVERAGE SUMMARY,,Aligned reads in target region,3429460229,67.05
