COVERAGE SUMMARY,,Aligned bases,2121619073
COVERAGE SUMMARY,,Aligned bases in target region,2288863883,3.95
COVERAGE SUMMARY,,Average alignment coverage over target region,14.96
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over target region,44.25
COVERAGE SUMMARY,,PCT of target region with coverage [1500x: inf),0.001
COVERAGE SUMMARY,,PCT of target region with coverage [1000x: inf),0.013
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x: inf),0.023
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: inf),0.036
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: inf),4.37
COVERAGE SUMMARY,,PCT of target region with coverage [  20x: inf),53.54
COVERAGE SUMMARY,,PCT of target region with coverage [  15x: inf),60.12
COVERAGE SUMMARY,,PCT of target region with coverage [  10x: inf),73.45
COVERAGE SUMMARY,,PCT of target region with coverage [   3x: inf),82.99
COVERAGE SUMMARY,,PCT of target region with coverage [   1x: inf),90.42
COVERAGE SUMMARY,,PCT of target region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of target region with coverage [1000x:1500x),0.0007
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x:1000x),0.0006
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: 500x),0.0001
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: 100x),1.0
COVERAGE SUMMARY,,PCT of target region with coverage [  20x:  50x),0.75
COVERAGE SUMMARY,,PCT of target region with coverage [  15x:  20x),0.63
COVERAGE SUMMARY,,PCT of target region with coverage [  10x:  15x),0.85
COVERAGE SUMMARY,,PCT of target region with coverage [   3x:  10x),0.79
COVERAGE SUMMARY,,PCT of target region with coverage [   1x:   3x),0.1
COVERAGE SUMMARY,,PCT of target region with coverage [   0x:   1x),0.004
COVERAGE SUMMARY,,Average chr X coverage over target region,21.17
COVERAGE SUMMARY,,Average chr Y coverage over target region,70.1
COVERAGE SUMMARY,,Average mitochondrial coverage over target region,8.1
COVERAGE SUMMARY,,Average autosomal coverage over target region,15.42
COVERAGE SUMMARY,,Median autosomal coverage over target region,70.02
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over target region,51.69
COVERAGE SUMMARY,,Aligned reads,1902098137
COVERAGE SUMMARY,,Aligned reads in target region,2896943008,84.47
