COVERAGE SUMMARY,,Aligned bases,2206472855
COVERAGE SUMMARY,,Aligned bases in target region,2007129302,52.28
COVERAGE SUMMARY,,Average alignment coverage over target region,17.65
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over target region,5.19
COVERAGE SUMMARY,,PCT of target region with coverage [1500x: inf),0.008
COVERAGE SUMMARY,,PCT of target region with coverage [1000x: inf),0.012
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x: inf),0.026
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: inf),0.031
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: inf),4.39
COVERAGE SUMMARY,,PCT of target region with coverage [  20x: inf),55.45
COVERAGE SUMMARY,,PCT of target region with coverage [  15x: inf),66.78
COVERAGE SUMMARY,,PCT of target region with coverage [  10x: inf),72.11
COVERAGE SUMMARY,,PCT of target region with coverage [   3x: inf),88.28
COVERAGE SUMMARY,,PCT of target region with coverage [   1x: inf),96.38
COVERAGE SUMMARY,,PCT of target region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of target region with coverage [1000x:1500x),0.0009
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x:1000x),0.0005
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: 500x),0.0004
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: 100x),0.67
COVERAGE SUMMARY,,PCT of target region with coverage [  20x:  50x),0.94
COVERAGE SUMMARY,,PCT of target region with coverage [  15x:  20x),0.99
COVERAGE SUMMARY,,PCT of target region with coverage [  10x:  15x),0.74
COVERAGE SUMMARY,,PCT of target region with coverage [   3x:  10x),0.33
COVERAGE SUMMARY,,PCT of target region with coverage [   1x:   3x),0.14
COVERAGE SUMMARY,,PCT of target region with coverage [   0x:   1x),0.004
COVERAGE SUMMARY,,Average chr X coverage over target region,24.2
COVERAGE SUMMARY,,Average chr Y coverage over target region,36.59
COVERAGE SUMMARY,,Average mitochondrial coverage over target region,30.0
COVERAGE SUMMARY,,Average autosomal coverage over target region,20.61
COVERAGE SUMMARY,,Median autosomal coverage over target region,40.22
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over target region,76.36
COVERAGE SUMMARY,,Aligned reads,1471214830
COVERAGE SUMMARY,,Aligned reads in target region,2700083394,79.53
