COVERAGE SUMMARY,,Aligned bases,3498920639
COVERAGE SUMMARY,,Aligned bases in QC coverage region,1668898560,83.34
COVERAGE SUMMARY,,Average alignment coverage over QC coverage region,66.84
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over QC coverage region,68.18
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1500x: inf),0.003
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x: inf),0.01
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x: inf),0.023
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: inf),0.036
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: inf),4.63
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x: inf),56.98
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x: inf),60.23
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x: inf),75.17
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x: inf),86.21
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x: inf),93.52
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x:1500x),0.0002
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x:1000x),0.0009
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: 500x),0.001
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: 100x),0.6
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x:  50x),0.72
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x:  20x),0.9
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x:  15x),0.98
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x:  10x),0.81
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x:   3x),0.18
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x:   1x),0.006
COVERAGE SUMMARY,,Average chr X coverage over QC coverage region,104.63
COVERAGE SUMMARY,,Average chr Y coverage over QC coverage region,68.15
COVERAGE SUMMARY,,Average mitochondrial coverage over QC coverage region,52.7
COVERAGE SUMMARY,,Average autosomal coverage over QC coverage region,84.87
COVERAGE SUMMARY,,Median autosomal coverage over QC coverage region,47.28
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over QC coverage region,89.87
COVERAGE SUMMARY,,Aligned reads,2889551625
COVERAGE SUMMARY,,Aligned reads in QC coverage region,3113206542,80.14
