COVERAGE SUMMARY,,Aligned bases,2817395361
COVERAGE SUMMARY,,Aligned bases in QC coverage region,1371082579,57.64
COVERAGE SUMMARY,,Average alignment coverage over QC coverage region,22.17
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over QC coverage region,10.0
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1500x: inf),0.01
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x: inf),0.015
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x: inf),0.028
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: inf),0.03
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: inf),4.24
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x: inf),55.66
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x: inf),64.07
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x: inf),78.57
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x: inf),88.07
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x: inf),92.74
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x:1500x),0.0
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x:1000x),0.0003
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: 500x),0.0006
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: 100x),0.65
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x:  50x),0.94
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x:  20x),0.63
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x:  15x),0.68
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x:  10x),0.99
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x:   3x),0.19
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x:   1x),0.004
COVERAGE SUMMARY,,Average chr X coverage over QC coverage region,80.28
COVERAGE SUMMARY,,Average chr Y coverage over QC coverage region,95.3
COVERAGE SUMMARY,,Average mitochondrial coverage over QC coverage region,45.7
COVERAGE SUMMARY,,Average autosomal coverage over QC coverage region,99.47
COVERAGE SUMMARY,,Median autosomal coverage over QC coverage region,58.16
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over QC coverage region,65.92
COVERAGE SUMMARY,,Aligned reads,2228557579
COVERAGE SUMMARY,,Aligned reads in QC coverage region,2365748520,72.84
