COVERAGE SUMMARY,,Aligned bases,3782418720
COVERAGE SUMMARY,,Aligned bases in target region,2776527843,26.89
COVERAGE SUMMARY,,Average alignment coverage over target region,81.7
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over target region,32.43
COVERAGE SUMMARY,,PCT of target region with coverage [1500x: inf),0.009
COVERAGE SUMMARY,,PCT of target region with coverage [1000x: inf),0.012
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x: inf),0.029
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: inf),0.038
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: inf),4.58
COVERAGE SUMMARY,,PCT of target region with coverage [  20x: inf),54.43
COVERAGE SUMMARY,,PCT of target region with coverage [  15x: inf),69.11
COVERAGE SUMMARY,,PCT of target region with coverage [  10x: inf),70.96
COVERAGE SUMMARY,,PCT of target region with coverage [   3x: inf),86.4
COVERAGE SUMMARY,,PCT of target region with coverage [   1x: inf),94.5
COVERAGE SUMMARY,,PCT of target region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of target region with coverage [1000x:1500x),0.0001
COVERAGE SUMMARY,,PCT of target region with coverage [ 500x:1000x),0.001
COVERAGE SUMMARY,,PCT of target region with coverage [ 100x: 500x),0.001
COVERAGE SUMMARY,,PCT of target region with coverage [  50x: 100x),0.9
COVERAGE SUMMARY,,PCT of target region with coverage [  20x:  50x),0.52
COVERAGE SUMMARY,,PCT of target region with coverage [  15x:  20x),0.97
COVERAGE SUMMARY,,PCT of target region with coverage [  10x:  15x),0.49
COVERAGE SUMMARY,,PCT of target region with coverage [   3x:  10x),0.2
COVERAGE SUMMARY,,PCT of target region with coverage [   1x:   3x),0.14
COVERAGE SUMMARY,,PCT of target region with coverage [   0x:   1x),0.005
COVERAGE SUMMARY,,Average chr X coverage over target region,33.54
COVERAGE SUMMARY,,Average chr Y coverage over target region,79.51
COVERAGE SUMMARY,,Average mitochondrial coverage over target region,79.8
COVERAGE SUMMARY,,Average autosomal coverage over target region,97.81
COVERAGE SUMMARY,,Median autosomal coverage over target region,87.81
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over target region,65.58
COVERAGE SUMMARY,,Aligned reads,3115782853
COVERAGE SUMMARY,,Aligned reads in target region,2302493584,4.0
