COVERAGE SUMMARY,,Aligned bases,1252654917
COVERAGE SUMMARY,,Aligned bases in QC coverage region,1341793518,78.14
COVERAGE SUMMARY,,Average alignment coverage over QC coverage region,90.98
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over QC coverage region,97.99
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1500x: inf),0.0
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x: inf),0.02
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x: inf),0.022
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: inf),0.038
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: inf),4.85
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x: inf),50.67
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x: inf),61.62
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x: inf),75.45
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x: inf),85.69
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x: inf),99.44
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [1000x:1500x),0.0001
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 500x:1000x),0.0002
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [ 100x: 500x),0.0008
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  50x: 100x),0.58
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  20x:  50x),0.63
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  15x:  20x),0.46
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [  10x:  15x),0.58
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   3x:  10x),0.95
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   1x:   3x),0.14
COVERAGE SUMMARY,,PCT of QC coverage region with coverage [   0x:   1x),0.004
COVERAGE SUMMARY,,Average chr X coverage over QC coverage region,51.27
COVERAGE SUMMARY,,Average chr Y coverage over QC coverage region,45.39
COVERAGE SUMMARY,,Average mitochondrial coverage over QC coverage region,52.8
COVERAGE SUMMARY,,Average autosomal coverage over QC coverage region,51.01
COVERAGE SUMMARY,,Median autosomal coverage over QC coverage region,59.0
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over QC coverage region,41.05
COVERAGE SUMMARY,,Aligned reads,1772746334
COVERAGE SUMMARY,,Aligned reads in QC coverage region,3930394393,38.59
