1	68	0.00
1	67	0.00
1	66	0.00
1	65	0.00
1	64	0.00
1	63	0.00
1	62	0.00
1	61	0.00
1	60	0.00
1	59	0.00
1	58	0.00
1	57	0.00
1	56	0.00
1	55	0.00
1	54	0.00
1	53	0.00
1	52	0.00
1	51	0.00
1	50	0.00
1	49	0.00
1	48	0.00
1	47	0.00
1	46	0.00
1	45	0.00
1	44	0.00
1	43	0.00
1	42	0.00
1	41	0.00
1	40	0.00
1	39	0.00
1	38	0.00
1	37	0.00
1	36	0.00
1	35	0.00
1	34	0.00
1	33	0.00
1	32	0.00
1	31	0.00
1	30	0.00
1	29	0.00
1	28	0.00
1	27	0.00
1	26	0.00
1	25	0.00
1	24	0.00
1	23	0.00
1	22	0.00
1	21	0.00
1	20	0.01
1	19	0.01
1	18	0.01
1	17	0.01
1	16	0.01
1	15	0.01
1	14	0.01
1	13	0.01
1	12	0.01
1	11	0.01
1	10	0.01
1	9	0.01
1	8	0.01
1	7	0.01
1	6	0.01
1	5	0.01
1	4	0.01
1	3	0.01
1	2	0.01
1	1	0.01
1	0	1.00
2	75	0.00
2	74	0.00
2	73	0.00
2	72	0.00
2	71	0.00
2	70	0.00
2	69	0.00
2	68	0.00
2	67	0.00
2	66	0.00
2	65	0.00
2	64	0.00
2	63	0.00
2	62	0.00
2	61	0.00
2	60	0.00
2	59	0.00
2	58	0.00
2	57	0.00
2	56	0.00
2	55	0.00
2	54	0.00
2	53	0.00
2	52	0.00
2	51	0.00
2	50	0.00
2	49	0.00
2	48	0.00
2	47	0.00
2	46	0.00
2	45	0.00
2	44	0.00
2	43	0.00
2	42	0.00
2	41	0.00
2	40	0.00
2	39	0.00
2	38	0.00
2	37	0.00
2	36	0.00
2	35	0.00
2	34	0.00
2	33	0.00
2	32	0.00
2	31	0.00
2	30	0.00
2	29	0.00
2	28	0.00
2	27	0.00
2	26	0.00
2	25	0.00
2	24	0.00
2	23	0.00
2	22	0.00
2	21	0.00
2	20	0.00
2	19	0.00
2	18	0.00
2	17	0.00
2	16	0.00
2	15	0.00
2	14	0.00
2	13	0.00
2	12	0.00
2	11	0.00
2	10	0.00
2	9	0.00
2	8	0.00
2	7	0.00
2	6	0.00
2	5	0.00
2	4	0.00
2	3	0.00
2	2	0.00
2	1	0.00
2	0	1.00
3	69	0.00
3	68	0.00
3	67	0.00
3	66	0.00
3	65	0.00
3	64	0.00
3	63	0.00
3	62	0.00
3	61	0.00
3	60	0.00
3	59	0.00
3	58	0.00
3	57	0.00
3	56	0.00
3	55	0.00
3	54	0.00
3	53	0.00
3	52	0.00
3	51	0.00
3	50	0.00
3	49	0.00
3	48	0.00
3	47	0.00
3	46	0.00
3	45	0.00
3	44	0.00
3	43	0.00
3	42	0.00
3	41	0.00
3	40	0.00
3	39	0.00
3	38	0.00
3	37	0.00
3	36	0.00
3	35	0.00
3	34	0.00
3	33	0.00
3	32	0.00
3	31	0.00
3	30	0.00
3	29	0.00
3	28	0.00
3	27	0.00
3	26	0.00
3	25	0.00
3	24	0.00
3	23	0.00
3	22	0.00
3	21	0.00
3	20	0.00
3	19	0.00
3	18	0.00
3	17	0.00
3	16	0.00
3	15	0.00
3	14	0.00
3	13	0.00
3	12	0.00
3	11	0.00
3	10	0.00
3	9	0.00
3	8	0.00
3	7	0.00
3	6	0.00
3	5	0.00
3	4	0.00
3	3	0.00
3	2	0.00
3	1	0.00
3	0	1.00
4	0	1.00
5	0	1.00
6	85	0.00
6	84	0.00
6	83	0.00
6	82	0.00
6	81	0.00
6	80	0.00
6	79	0.00
6	78	0.00
6	77	0.00
6	76	0.00
6	75	0.00
6	74	0.00
6	73	0.00
6	72	0.00
6	71	0.00
6	70	0.00
6	69	0.00
6	68	0.00
6	67	0.00
6	66	0.00
6	65	0.00
6	64	0.00
6	63	0.00
6	62	0.00
6	61	0.00
6	60	0.00
6	59	0.00
6	58	0.00
6	57	0.00
6	56	0.00
6	55	0.00
6	54	0.00
6	53	0.00
6	52	0.00
6	51	0.00
6	50	0.00
6	49	0.00
6	48	0.00
6	47	0.00
6	46	0.00
6	45	0.00
6	44	0.00
6	43	0.00
6	42	0.00
6	41	0.00
6	40	0.00
6	39	0.00
6	38	0.00
6	37	0.00
6	36	0.00
6	35	0.00
6	34	0.00
6	33	0.00
6	32	0.00
6	31	0.00
6	30	0.00
6	29	0.00
6	28	0.00
6	27	0.00
6	26	0.00
6	25	0.01
6	24	0.01
6	23	0.01
6	22	0.01
6	21	0.01
6	20	0.01
6	19	0.01
6	18	0.01
6	17	0.01
6	16	0.01
6	15	0.01
6	14	0.01
6	13	0.01
6	12	0.01
6	11	0.01
6	10	0.01
6	9	0.01
6	8	0.01
6	7	0.01
6	6	0.01
6	5	0.01
6	4	0.01
6	3	0.01
6	2	0.01
6	1	0.01
6	0	1.00
7	0	1.00
8	77	0.00
8	76	0.00
8	75	0.00
8	74	0.00
8	73	0.00
8	72	0.00
8	71	0.00
8	70	0.00
8	69	0.00
8	68	0.00
8	67	0.00
8	66	0.00
8	65	0.00
8	64	0.00
8	63	0.00
8	62	0.00
8	61	0.00
8	60	0.00
8	59	0.00
8	58	0.00
8	57	0.00
8	56	0.00
8	55	0.00
8	54	0.00
8	53	0.00
8	52	0.00
8	51	0.00
8	50	0.00
8	49	0.00
8	48	0.00
8	47	0.00
8	46	0.00
8	45	0.00
8	44	0.00
8	43	0.00
8	42	0.00
8	41	0.00
8	40	0.00
8	39	0.00
8	38	0.00
8	37	0.00
8	36	0.00
8	35	0.00
8	34	0.00
8	33	0.00
8	32	0.00
8	31	0.00
8	30	0.00
8	29	0.00
8	28	0.00
8	27	0.00
8	26	0.00
8	25	0.00
8	24	0.00
8	23	0.00
8	22	0.00
8	21	0.00
8	20	0.00
8	19	0.00
8	18	0.00
