1	49	0.00
1	48	0.00
1	47	0.00
1	46	0.00
1	45	0.00
1	44	0.00
1	43	0.00
1	42	0.00
1	41	0.00
1	40	0.00
1	39	0.00
1	38	0.00
1	37	0.00
1	36	0.00
1	35	0.00
1	34	0.00
1	33	0.00
1	32	0.00
1	31	0.00
1	30	0.00
1	29	0.00
1	28	0.00
1	27	0.00
1	26	0.00
1	25	0.00
1	24	0.00
1	23	0.00
1	22	0.00
1	21	0.00
1	20	0.00
1	19	0.00
1	18	0.00
1	17	0.00
1	16	0.00
1	15	0.00
1	14	0.00
1	13	0.00
1	12	0.00
1	11	0.00
1	10	0.00
1	9	0.00
1	8	0.00
1	7	0.00
1	6	0.00
1	5	0.00
1	4	0.00
1	3	0.00
1	2	0.00
1	1	0.00
1	0	1.00
2	28	0.00
2	27	0.00
2	26	0.00
2	25	0.00
2	24	0.00
2	23	0.00
2	22	0.00
2	21	0.00
2	20	0.00
2	19	0.00
2	18	0.00
2	17	0.00
2	16	0.00
2	15	0.00
2	14	0.00
2	13	0.00
2	12	0.00
2	11	0.00
2	10	0.00
2	9	0.00
2	8	0.00
2	7	0.00
2	6	0.00
2	5	0.00
2	4	0.00
2	3	0.00
2	2	0.00
2	1	0.00
2	0	1.00
3	42	0.00
3	41	0.00
3	40	0.00
3	39	0.00
3	38	0.00
3	37	0.00
3	36	0.00
3	35	0.00
3	34	0.00
3	33	0.00
3	32	0.00
3	31	0.00
3	30	0.00
3	29	0.00
3	28	0.00
3	27	0.00
3	26	0.00
3	25	0.00
3	24	0.00
3	23	0.00
3	22	0.00
3	21	0.00
3	20	0.00
3	19	0.00
3	18	0.00
3	17	0.00
3	16	0.00
3	15	0.00
3	14	0.00
3	13	0.00
3	12	0.00
3	11	0.00
3	10	0.00
3	9	0.00
3	8	0.00
3	7	0.00
3	6	0.00
3	5	0.00
3	4	0.00
3	3	0.00
3	2	0.00
3	1	0.00
3	0	1.00
4	0	1.00
5	0	1.00
6	1	0.00
6	0	1.00
7	49	0.00
7	48	0.00
7	47	0.00
7	46	0.00
7	45	0.00
7	44	0.00
7	43	0.00
7	42	0.00
7	41	0.00
7	40	0.00
7	39	0.00
7	38	0.00
7	37	0.00
7	36	0.00
7	35	0.00
7	34	0.00
7	33	0.00
7	32	0.00
7	31	0.00
7	30	0.00
7	29	0.00
7	28	0.00
7	27	0.00
7	26	0.00
7	25	0.00
7	24	0.00
7	23	0.00
7	22	0.00
7	21	0.00
7	20	0.00
7	19	0.00
7	18	0.00
7	17	0.00
7	16	0.00
7	15	0.00
7	14	0.00
7	13	0.00
7	12	0.00
7	11	0.00
7	10	0.00
7	9	0.00
7	8	0.00
7	7	0.00
7	6	0.00
7	5	0.00
7	4	0.00
7	3	0.00
7	2	0.00
7	1	0.00
7	0	1.00
8	41	0.00
8	40	0.00
8	39	0.00
8	38	0.00
8	37	0.00
8	36	0.00
8	35	0.00
8	34	0.00
8	33	0.00
8	32	0.00
8	31	0.00
8	30	0.00
8	29	0.00
8	28	0.00
8	27	0.00
8	26	0.00
8	25	0.00
8	24	0.00
8	23	0.00
8	22	0.00
8	21	0.00
8	20	0.00
8	19	0.00
8	18	0.00
8	17	0.00
8	16	0.00
8	15	0.00
8	14	0.00
8	13	0.00
8	12	0.00
8	11	0.00
8	10	0.00
8	9	0.00
8	8	0.00
8	7	0.00
8	6	0.00
8	5	0.00
8	4	0.00
8	3	0.00
8	2	0.00
8	1	0.00
8	0	1.00
9	29	0.00
9	28	0.00
9	27	0.00
9	26	0.00
9	25	0.00
9	24	0.00
9	23	0.00
9	22	0.00
9	21	0.00
9	20	0.00
9	19	0.00
9	18	0.00
9	17	0.00
9	16	0.00
9	15	0.00
9	14	0.00
9	13	0.00
9	12	0.00
9	11	0.00
9	10	0.00
9	9	0.00
9	8	0.00
9	7	0.00
9	6	0.00
9	5	0.00
9	4	0.00
9	3	0.00
9	2	0.00
9	1	0.00
9	0	1.00
10	0	1.00
11	0	1.00
12	5	0.00
12	4	0.00
12	3	0.00
12	2	0.00
12	1	0.00
12	0	1.00
13	16	0.00
13	15	0.00
13	14	0.00
13	13	0.00
13	12	0.00
13	11	0.00
13	10	0.00
13	9	0.00
13	8	0.00
13	7	0.00
13	6	0.00
13	5	0.00
13	4	0.00
13	3	0.00
13	2	0.00
13	1	0.00
13	0	1.00
14	0	1.00
15	0	1.00
16	38	0.00
16	37	0.00
16	36	0.00
16	35	0.00
16	34	0.00
16	33	0.00
16	32	0.00
16	31	0.00
16	30	0.00
16	29	0.00
16	28	0.00
16	27	0.00
16	26	0.00
16	25	0.00
16	24	0.00
16	23	0.00
16	22	0.00
16	21	0.00
16	20	0.00
16	19	0.00
16	18	0.00
16	17	0.00
16	16	0.00
16	15	0.00
16	14	0.00
16	13	0.00
16	12	0.00
16	11	0.00
16	10	0.00
16	9	0.00
16	8	0.00
16	7	0.00
16	6	0.00
16	5	0.00
16	4	0.00
16	3	0.00
16	2	0.00
16	1	0.00
16	0	1.00
17	33	0.00
17	32	0.00
17	31	0.00
17	30	0.00
17	29	0.00
17	28	0.00
17	27	0.00
17	26	0.00
17	25	0.00
17	24	0.00
