COVERAGE SUMMARY,,Aligned bases,157033594925
COVERAGE SUMMARY,,Aligned bases in genome,157033594925,100.00
COVERAGE SUMMARY,,Average alignment coverage over genome,51.50
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over genome,95.25
COVERAGE SUMMARY,,PCT of genome with coverage [100x: inf),0.30
COVERAGE SUMMARY,,PCT of genome with coverage [ 50x: inf),62.77
COVERAGE SUMMARY,,PCT of genome with coverage [ 20x: inf),93.51
COVERAGE SUMMARY,,PCT of genome with coverage [ 15x: inf),94.68
COVERAGE SUMMARY,,PCT of genome with coverage [ 10x: inf),95.37
COVERAGE SUMMARY,,PCT of genome with coverage [  3x: inf),96.11
COVERAGE SUMMARY,,PCT of genome with coverage [  1x: inf),96.58
COVERAGE SUMMARY,,PCT of genome with coverage [  0x: inf),100.00
COVERAGE SUMMARY,,PCT of genome with coverage [ 50x:100x),62.48
COVERAGE SUMMARY,,PCT of genome with coverage [ 20x: 50x),30.73
COVERAGE SUMMARY,,PCT of genome with coverage [ 15x: 20x),1.18
COVERAGE SUMMARY,,PCT of genome with coverage [ 10x: 15x),0.68
COVERAGE SUMMARY,,PCT of genome with coverage [  3x: 10x),0.75
COVERAGE SUMMARY,,PCT of genome with coverage [  1x:  3x),0.47
COVERAGE SUMMARY,,PCT of genome with coverage [  0x:  1x),3.42
COVERAGE SUMMARY,,Average chr X coverage over genome,26.28
COVERAGE SUMMARY,,Average chr Y coverage over genome,1.75
COVERAGE SUMMARY,,Average mitochondrial coverage over genome,23805.62
COVERAGE SUMMARY,,Average autosomal coverage over genome,53.75
COVERAGE SUMMARY,,Median autosomal coverage over genome,54.58
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over genome,0.98
COVERAGE SUMMARY,,Aligned reads,1059252556
COVERAGE SUMMARY,,Aligned reads in genome,1059252556,100.00
