COVERAGE SUMMARY,,Aligned bases,313215044775
COVERAGE SUMMARY,,Aligned bases in genome,313215044775,100.00
COVERAGE SUMMARY,,Average alignment coverage over genome,102.72
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over genome,95.53
COVERAGE SUMMARY,,PCT of genome with coverage [100x: inf),53.97
COVERAGE SUMMARY,,PCT of genome with coverage [ 50x: inf),92.28
COVERAGE SUMMARY,,PCT of genome with coverage [ 20x: inf),95.57
COVERAGE SUMMARY,,PCT of genome with coverage [ 15x: inf),95.77
COVERAGE SUMMARY,,PCT of genome with coverage [ 10x: inf),95.98
COVERAGE SUMMARY,,PCT of genome with coverage [  3x: inf),96.47
COVERAGE SUMMARY,,PCT of genome with coverage [  1x: inf),96.91
COVERAGE SUMMARY,,PCT of genome with coverage [  0x: inf),100.00
COVERAGE SUMMARY,,PCT of genome with coverage [ 50x:100x),38.31
COVERAGE SUMMARY,,PCT of genome with coverage [ 20x: 50x),3.29
COVERAGE SUMMARY,,PCT of genome with coverage [ 15x: 20x),0.20
COVERAGE SUMMARY,,PCT of genome with coverage [ 10x: 15x),0.21
COVERAGE SUMMARY,,PCT of genome with coverage [  3x: 10x),0.49
COVERAGE SUMMARY,,PCT of genome with coverage [  1x:  3x),0.44
COVERAGE SUMMARY,,PCT of genome with coverage [  0x:  1x),3.09
COVERAGE SUMMARY,,Average chr X coverage over genome,54.59
COVERAGE SUMMARY,,Average chr Y coverage over genome,3.41
COVERAGE SUMMARY,,Average mitochondrial coverage over genome,37839.05
COVERAGE SUMMARY,,Average autosomal coverage over genome,106.92
COVERAGE SUMMARY,,Median autosomal coverage over genome,105.14
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over genome,1.02
COVERAGE SUMMARY,,Aligned reads,2113855415
COVERAGE SUMMARY,,Aligned reads in genome,2113855415,100.00
