0	98.22076066
1	97.96764159
2	97.78227175
3	97.61262195
4	97.45097227
5	97.28878712
6	97.12448403
7	96.96134561
8	96.79500036
9	96.62388177
10	96.44239382
11	96.24434624
12	96.02851154
13	95.78425611
14	95.50166234
15	95.16098867
16	94.73757065
17	94.19737064
18	93.49655897
19	92.58014394
20	91.38265977
21	89.8270987
22	87.85888683
23	85.40182806
24	82.41143265
25	78.85994099
26	74.74176207
27	70.09259677
28	64.97305277
29	59.49090781
30	53.76453735
31	47.93914708
32	42.14295132
33	36.51209069
34	31.17508364
35	26.22054272
36	21.73298922
37	17.75244166
38	14.2919617
39	11.34085094
40	8.879974096
41	6.860944561
42	5.239080126
43	3.961510999
44	2.968316555
45	2.210685396
46	1.64482776
47	1.226752463
48	0.922177554
49	0.702657386
50	0.549319934
51	0.440742468
52	0.365482712
53	0.312007652
54	0.273939527
55	0.246193881
56	0.225306619
57	0.20919071
58	0.196322514
59	0.185698897
60	0.176330691
61	0.167799091
62	0.159653388
63	0.152047142
64	0.1451738
65	0.13864248
66	0.132517996
67	0.126691659
68	0.121301076
69	0.11631733
70	0.111936858
71	0.107890431
72	0.104170072
73	0.100727916
74	0.097418381
75	0.094573518
76	0.091994893
77	0.089658575
78	0.087539635
79	0.085670979
80	0.083965856
81	0.082232813
82	0.080738087
83	0.079231397
84	0.077815446
85	0.076466305
86	0.075114172
87	0.073759048
88	0.072294237
89	0.070886264
90	0.069390542
91	0.067937697
