0	99.85966526
1	99.72385744
2	99.56875062
3	99.38517181
4	99.16507976
5	98.91103575
6	98.5969504
7	98.24253965
8	97.86519645
9	97.4555691
10	97.01985236
11	96.55846318
12	96.0786089
13	95.56688743
14	95.02788528
15	94.43908692
16	93.79983715
17	93.03752644
18	92.23012515
19	91.38394716
20	90.53401658
21	89.61612253
22	88.66272784
23	87.66477866
24	86.61911805
25	85.52366124
26	84.36953307
27	83.17061214
28	81.93392712
29	80.6394642
30	79.27108133
31	77.86761478
32	76.40875293
33	74.92439734
34	73.39280683
35	71.81505358
36	70.17594856
37	68.47251351
38	66.71529142
39	64.91321702
40	63.09750227
41	61.2066167
42	59.27707356
43	57.29112252
44	55.30618408
45	53.26489731
46	51.22235968
47	49.13997318
48	47.04311243
49	44.93600652
50	42.82187197
51	40.73251638
52	38.64727077
53	36.59025889
54	34.59978092
55	32.58100966
56	30.62335192
57	28.67677323
58	26.76384867
59	24.92186583
60	23.12741573
61	21.38883743
62	19.68343675
63	18.08013018
64	16.57677341
65	15.12863323
66	13.77937067
67	12.48913686
68	11.2579318
69	10.11101098
70	9.046051358
71	8.051378241
72	7.135211571
73	6.309583445
74	5.5700265
75	4.913562495
76	4.344777921
77	3.833175586
78	3.396207984
79	3.017852176
80	2.691019946
81	2.401475302
82	2.143916971
83	1.924003614
84	1.733396154
85	1.575191963
86	1.440098925
87	1.331333543
88	1.236804156
89	1.15609381
90	1.087415559
91	1.026778561
