Data File Name,2100 expert_High Sensitivity DNA Assay_DE13807144_2017-08-04_14-04-08.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2017-08-04
Date Created,04 August 2017 13:04:08
Date Last Modified,04 August 2017 14:40:00
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,CEG56_171_1PC
Number of Events,2121
 
Time,Value
32,2.886963E-02
32.05,2.886963E-02
32.1,2.886963E-02
32.15,2.886963E-02
32.2,2.886963E-02
32.25,2.886963E-02
32.3,2.886963E-02
32.35,2.886963E-02
32.4,2.886963E-02
32.45,2.886963E-02
32.5,2.886963E-02
32.55,2.886963E-02
32.6,4.336058E-02
32.65,2.383766E-02
32.7,3.671513E-02
32.75,6.209448E-02
32.8,0.0952139
32.85,0.1029431
32.9,-2.945277E-02
32.95,-0.2111551
33,-0.2275654
33.05,-0.1108168
33.1,-7.653074E-02
33.15,-8.645605E-02
33.2,-6.121273E-02
33.25,4.601194E-02
33.3,4.424715E-02
33.35,0.1303009
33.4,0.1262309
33.45,0.0591392
33.5,-9.574257E-02
33.55,-0.1045004
33.6,-0.1022168
33.65,-0.2428805
33.7,-0.2972388
33.75,-0.2155526
33.8,-0.1325535
33.85,-0.2301194
33.9,-0.1324223
33.95,-9.270114E-02
34,-0.1600724
34.05,-0.1582596
34.1,-0.1399536
34.15,-0.1615476
34.2,-0.192607
34.25,1.213939E-02
34.3,9.018916E-03
34.35,-6.576801E-02
34.4,-0.1249891
34.45,-0.1642085
34.5,-0.1399738
34.55,5.235034E-02
34.6,0.2480993
34.65,9.585372E-02
34.7,-1.862878E-02
34.75,-8.142455E-02
34.8,7.699968E-02
34.85,0.3900664
34.9,0.6487383
34.95,0.5950427
35,0.3712418
35.05,0.2172063
35.1,0.0254559
35.15,-0.1316744
35.2,-0.250995
35.25,-0.4770614
35.3,-0.5228206
35.35,-0.4223852
35.4,-0.2364529
35.45,-0.138785
35.5,-0.2156554
35.55,-0.2621276
35.6,-0.2527039
35.65,-0.1398505
35.7,-9.138662E-02
35.75,-9.794268E-02
35.8,-0.2329675
35.85,-0.3028197
35.9,-0.1533543
35.95,0.0347444
36,0.1090264
36.05,0.1520423
36.1,-1.089628E-03
36.15,-0.1464305
36.2,-0.1182156
36.25,-4.774806E-02
36.3,8.055992E-02
36.35,6.869349E-02
36.4,5.325775E-02
36.45,-7.946441E-02
36.5,-5.763854E-02
36.55,-0.0482601
36.6,4.405069E-03
36.65,3.276493E-02
36.7,-5.716456E-02
36.75,-7.182987E-02
36.8,-1.110059E-02
36.85,-1.173488E-03
36.9,7.610876E-03
36.95,0.1845772
37,0.1752493
37.05,0.0400495
37.1,-8.865665E-02
37.15,-0.1892553
37.2,-0.2620777
37.25,-0.1060484
37.3,-2.229583E-02
37.35,-5.103491E-02
37.4,-3.391689E-02
37.45,-0.0133641
37.5,-1.108413E-02
37.55,-0.0312136
37.6,-8.398673E-02
37.65,-0.1463496
37.7,-0.1212414
37.75,-9.366177E-02
37.8,-0.1509946
37.85,-0.1590624
37.9,-0.1849365
37.95,-0.1422056
38,-0.1099017
38.05,-8.834706E-02
38.1,-2.151352E-02
38.15,-9.437409E-02
38.2,9.144378E-02
38.25,8.013938E-02
38.3,0.1243163
38.35,0.2299681
38.4,0.2535878
38.45,0.1342154
38.5,-2.650331E-02
38.55,-9.976216E-02
38.6,-0.1914538
38.65,-7.574423E-02
38.7,0.1713644
38.75,0.2553229
38.8,0.1764383
38.85,4.637904E-02
38.9,-0.1247947
38.95,-0.2114833
39,-0.1687058
39.05,3.638306E-02
39.1,0.2294526
39.15,0.1399385
39.2,4.341758E-02
39.25,4.575134E-02
39.3,-2.477535E-03
39.35,-1.924093E-02
39.4,3.169919E-02
39.45,0.1321131
39.5,7.383928E-02
39.55,-6.186191E-02
39.6,-0.128172
39.65,-0.1443878
39.7,-2.577842E-02
39.75,5.970595E-02
39.8,0.1042395
39.85,-8.798418E-03
39.9,-0.1175948
39.95,8.183052E-02
40,0.3492067
40.05,0.5120385
40.1,0.506663
40.15,0.4766303
40.2,0.4686764
40.25,0.5020518
40.3,0.549041
40.35,0.4951128
40.4,0.5259654
40.45,0.6174424
40.5,0.7125616
40.55,0.7295038
40.6,0.6497515
40.65,0.4999607
40.7,0.299161
40.75,0.2697523
40.8,0.2360795
40.85,0.2163742
40.9,0.3444997
40.95,0.4855605
41,0.6472825
41.05,0.7982526
41.1,0.8902184
41.15,0.8674908
41.2,0.8775859
41.25,0.8645405
41.3,0.7737918
41.35,0.8977841
41.4,0.9366478
41.45,1.002667
41.5,1.166136
41.55,1.402024
41.6,1.588296
41.65,1.871022
41.7,2.481903
41.75,2.937176
41.8,3.449198
41.85,4.024786
41.9,4.602781
41.95,5.320403
42,6.420957
42.05,7.801513
42.1,9.270717
42.15,10.79303
42.2,12.03084
42.25,13.09997
42.3,14.15567
42.35,15.27937
42.4,16.41303
42.45,17.76776
42.5,19.23499
42.55,21.17258
42.6,24.51153
42.65,30.08621
42.7,38.7398
42.75,51.3395
42.8,67.81432
42.85,86.56808
42.9,104.4386
42.95,117.2117
43,121.5967
43.05,114.9344
43.1,100.0338
43.15,80.62748
43.2,61.11074
43.25,44.50528
43.3,32.20688
43.35,24.13011
43.4,19.0091
43.45,15.83695
43.5,13.90798
43.55,12.47861
43.6,11.3832
43.65,10.40002
43.7,9.501749
43.75,8.763324
43.8,8.206619
43.85,7.649633
43.9,6.978378
43.95,6.282325
44,5.593304
44.05,5.065149
44.1,4.755081
44.15,4.624159
44.2,4.582872
44.25,4.738093
44.3,5.117826
44.35,5.773545
44.4,6.599103
44.45,7.579067
44.5,8.664001
44.55,9.75887
44.6,10.90516
44.65,12.0781
44.7,13.17975
44.75,14.0863
44.8,14.59689
44.85,14.67563
44.9,14.48499
44.95,13.93764
45,13.24681
45.05,12.46971
45.1,11.5163
45.15,10.37161
45.2,9.17678
45.25,8.168088
45.3,7.261937
45.35,6.467241
45.4,5.649612
45.45,4.799148
45.5,4.033593
45.55,3.478826
45.6,3.193885
45.65,3.121237
45.7,3.102149
45.75,3.190747
45.8,3.40979
45.85,3.624373
45.9,3.838363
45.95,4.00927
46,4.060248
46.05,4.012417
46.1,4.017305
46.15,3.910385
46.2,3.67846
46.25,3.329566
46.3,2.889875
46.35,2.480243
46.4,2.077689
46.45,1.736369
46.5,1.288236
46.55,1.013412
46.6,0.855056
46.65,0.802451
46.7,0.6835677
46.75,0.6700521
46.8,0.6662646
46.85,0.4343857
46.9,0.2758436
46.95,0.1941021
47,0.1173412
47.05,5.132126E-02
47.1,7.519538E-02
47.15,-7.502724E-02
47.2,-0.2896173
47.25,-0.3630039
47.3,-0.2870279
47.35,-7.689888E-02
47.4,1.527801E-02
47.45,9.605174E-02
47.5,3.581423E-02
47.55,-7.620437E-02
47.6,-0.1309931
47.65,-0.1124821
47.7,-0.1368046
47.75,-0.249113
47.8,-0.301078
47.85,-0.4030516
47.9,-0.526874
47.95,-0.5480498
48,-0.5685408
48.05,-0.4406863
48.1,-0.2200696
48.15,-1.951861E-02
48.2,3.247669E-02
48.25,-0.2170055
48.3,-0.4639392
48.35,-0.5756257
48.4,-0.5710781
48.45,-0.4565653
48.5,-0.3175469
48.55,-0.2791951
48.6,-0.2988286
48.65,-0.244472
48.7,-0.234958
48.75,-0.4547982
48.8,-0.6398405
48.85,-0.8126478
48.9,-0.8180232
48.95,-0.6914285
49,-0.5029134
49.05,-0.3954858
49.1,-0.4675485
49.15,-0.6663525
49.2,-0.8712419
49.25,-0.9670113
49.3,-0.7697818
49.35,-0.4637356
49.4,-0.2508582
49.45,-0.1485306
49.5,-0.1035865
49.55,-0.2156477
49.6,-0.4524669
49.65,-0.5499898
49.7,-0.7987275
49.75,-0.897931
49.8,-0.6279441
49.85,-0.3038271
49.9,-0.2169159
49.95,-0.3282176
50,-0.4722734
50.05,-0.5851303
50.1,-0.1549657
50.15,0.3291148
50.2,0.5415247
50.25,0.3566915
50.3,-0.1420326
50.35,-0.6091411
50.4,-0.820533
50.45,-0.7325548
50.5,-0.6352999
50.55,-0.4752334
50.6,-0.4458662
50.65,-0.5534475
50.7,-0.5983714
50.75,-0.5860676
50.8,-0.598738
50.85,-0.5388226
50.9,-0.4803799
50.95,-0.6049281
51,-0.6583934
51.05,-0.7095836
51.1,-0.6028575
51.15,-0.448802
51.2,-0.4127904
51.25,-0.4793578
51.3,-0.478611
51.35,-0.3695222
51.4,-0.434591
51.45,-0.2554289
51.5,-0.3142686
51.55,-0.4518293
51.6,-0.5494956
51.65,-0.5728481
51.7,-0.4712715
51.75,-0.4018425
51.8,-0.3604813
51.85,-0.5230373
51.9,-0.5470484
51.95,-0.5679393
52,-0.6307527
52.05,-0.6248131
52.1,-0.6594703
52.15,-0.6581219
52.2,-0.6290281
52.25,-0.5696636
52.3,-0.7313033
52.35,-0.7635558
52.4,-0.6023197
52.45,-0.4300438
52.5,-0.3862243
52.55,-0.4886102
52.6,-0.7687218
52.65,-0.9664096
52.7,-0.891435
52.75,-0.6997582
52.8,-0.5421659
52.85,-0.4893781
52.9,-0.4492882
52.95,-0.5175663
53,-0.5070681
53.05,-0.6320578
53.1,-0.7737625
53.15,-0.8791731
53.2,-0.9524034
53.25,-0.8702667
53.3,-0.8718137
53.35,-0.9553787
53.4,-0.9745622
53.45,-0.9114493
53.5,-0.9510845
53.55,-0.9463762
53.6,-0.8425053
53.65,-0.8011166
53.7,-0.918977
53.75,-0.7919882
53.8,-0.7364317
53.85,-0.5880163
53.9,-0.3391041
53.95,-0.1893306
54,-0.3277389
54.05,-0.6422235
54.1,-0.8478751
54.15,-0.9229496
54.2,-0.7303733
54.25,-0.5361566
54.3,-0.5018373
54.35,-0.6310557
54.4,-0.7973289
54.45,-1.030369
54.5,-1.012391
54.55,-0.9636855
54.6,-0.9278683
54.65,-0.7998857
54.7,-0.730961
54.75,-0.7119397
54.8,-0.7746492
54.85,-0.8511486
54.9,-1.002659
54.95,-1.055323
55,-1.062751
55.05,-1.117329
55.1,-1.024047
55.15,-0.9704933
55.2,-0.925585
55.25,-0.8371358
55.3,-0.7137602
55.35,-0.7942532
55.4,-0.9661499
55.45,-1.211943
55.5,-1.457336
55.55,-1.534576
55.6,-1.423284
55.65,-1.29918
55.7,-1.201859
55.75,-1.149663
55.8,-1.14176
55.85,-1.060958
55.9,-1.055204
55.95,-1.05117
56,-1.100883
56.05,-1.088472
56.1,-1.038149
56.15,-0.9483339
56.2,-0.8602461
56.25,-0.9429607
56.3,-1.068513
56.35,-1.24135
56.4,-1.351031
56.45,-1.315702
56.5,-1.262398
56.55,-1.195063
56.6,-1.108042
56.65,-1.128723
56.7,-1.232496
56.75,-1.270862
56.8,-1.224541
56.85,-1.264069
56.9,-1.198178
56.95,-1.225835
57,-1.332058
57.05,-1.346076
57.1,-1.276763
57.15,-1.333821
57.2,-1.321991
57.25,-1.271448
57.3,-1.316539
57.35,-1.251259
57.4,-1.170007
57.45,-1.198512
57.5,-1.302975
57.55,-1.285781
57.6,-1.375107
57.65,-1.445477
57.7,-1.340609
57.75,-1.160256
57.8,-1.028439
57.85,-0.9543459
57.9,-0.9950137
57.95,-1.150788
58,-1.326744
58.05,-1.369605
58.1,-1.400768
58.15,-1.342796
58.2,-1.267368
58.25,-1.179016
58.3,-1.169195
58.35,-1.234205
58.4,-1.307251
58.45,-1.312441
58.5,-1.39343
58.55,-1.360358
58.6,-1.206853
58.65,-1.162039
58.7,-1.077048
58.75,-1.009075
58.8,-1.0392
58.85,-1.053084
58.9,-1.001806
58.95,-1.089643
59,-1.169839
59.05,-1.229607
59.1,-1.294569
59.15,-1.215369
59.2,-0.9303164
59.25,-0.8872858
59.3,-1.152314
59.35,-1.324803
59.4,-1.37949
59.45,-1.282647
59.5,-0.9334524
59.55,-0.7561182
59.6,-0.855168
59.65,-1.112415
59.7,-1.258069
59.75,-1.259528
59.8,-1.332994
59.85,-1.268058
59.9,-1.183387
59.95,-1.104833
60,-1.101399
60.05,-1.040144
60.1,-0.9374408
60.15,-0.9751652
60.2,-1.180515
60.25,-1.279413
60.3,-1.401652
60.35,-1.343223
60.4,-1.15379
60.45,-0.9926189
60.5,-0.9211078
60.55,-0.9573128
60.6,-0.8203421
60.65,-0.899775
60.7,-0.9992073
60.75,-1.035881
60.8,-0.9900013
60.85,-0.9416634
60.9,-0.9743113
60.95,-1.040786
61,-1.124609
61.05,-1.008051
61.1,-0.9408783
61.15,-1.000486
61.2,-1.094886
61.25,-1.103128
61.3,-0.9900268
61.35,-0.7726343
61.4,-0.6872265
61.45,-0.652299
61.5,-0.7070808
61.55,-0.7062085
61.6,-0.7284559
61.65,-0.8061847
61.7,-0.8717508
61.75,-0.8332977
61.8,-0.6265157
61.85,-0.4370326
61.9,-0.3069058
61.95,-0.3281253
62,-0.2196227
62.05,-0.2194442
62.1,-0.2077061
62.15,-9.347407E-02
62.2,-7.906845E-02
62.25,-0.105815
62.3,-1.814061E-03
62.35,0.2514545
62.4,0.2715246
62.45,0.2944364
62.5,0.257848
62.55,0.1487764
62.6,0.1468642
62.65,0.2142579
62.7,0.3736861
62.75,0.444074
62.8,0.4724039
62.85,0.5413429
62.9,0.6822099
62.95,0.7145925
63,0.6629989
63.05,0.7798167
63.1,1.098273
63.15,1.387182
63.2,1.681096
63.25,1.900679
63.3,2.306081
63.35,2.784219
63.4,3.383208
63.45,4.135862
63.5,4.759152
63.55,5.233729
63.6,5.355345
63.65,5.232707
63.7,4.523169
63.75,3.754862
63.8,3.313868
63.85,2.919921
63.9,2.820426
63.95,2.855303
64,2.816522
64.05,2.828701
64.1,2.927909
64.15,3.302005
64.2,3.546772
64.25,3.823979
64.3,4.002994
64.35,4.218902
64.4,4.515915
64.45,4.746737
64.5,5.06364
64.55,5.276779
64.6,5.425671
64.65,5.472857
64.7,5.731874
64.75,6.030766
64.8,6.474612
64.85,7.043736
64.9,7.641089
64.95,8.176832
65,8.661273
65.05,9.209074
65.1,9.821261
65.15,10.65736
65.2,11.4152
65.25,11.92288
65.3,12.41754
65.35,13.05792
65.4,13.85426
65.45,14.66446
65.5,15.5292
65.55,16.18153
65.6,17.03241
65.65,18.26746
65.7,19.50332
65.75,20.70951
65.8,21.7886
65.85,23.22023
65.9,25.34069
65.95,28.13114
66,30.69984
66.05,32.56597
66.1,34.13083
66.15,35.5548
66.2,37.6815
66.25,40.19958
66.3,42.60038
66.35,44.99518
66.4,47.2514
66.45,50.13279
66.5,53.44127
66.55,56.38253
66.6,59.06037
66.65,61.8752
66.7,64.86849
66.75,67.78863
66.8,71.54367
66.85,75.04107
66.9,78.44044
66.95,82.16506
67,85.89349
67.05,90.0785
67.1,94.91209
67.15,100.3487
67.2,105.2404
67.25,109.8335
67.3,113.4316
67.35,116.1731
67.4,119.5924
67.45,124.1143
67.5,129.0784
67.55,133.7219
67.6,138.1434
67.65,141.7082
67.7,145.7517
67.75,151.0508
67.8,157.2726
67.85,163.6059
67.9,169.0909
67.95,174.4387
68,180.1215
68.05,186.9704
68.1,194.1431
68.15,201.8265
68.2,209.7946
68.25,218.1362
68.3,227.0489
68.35,237.1941
68.4,247.7487
68.45,257.9877
68.5,268.4969
68.55,277.9724
68.6,287.9279
68.65,298.4367
68.7,310.2787
68.75,322.8725
68.8,335.977
68.85,349.0551
68.9,360.758
68.95,370.4576
69,379.3228
69.05,387.9066
69.1,396.4362
69.15,405.1345
69.2,412.5468
69.25,417.5577
69.3,420.1493
69.35,422.7077
69.4,424.582
69.45,425.4315
69.5,425.6359
69.55,424.7471
69.6,421.7688
69.65,417.1457
69.7,412.3975
69.75,406.9895
69.8,400.4611
69.85,393.7364
69.9,386.8087
69.95,378.9343
70,371.4336
70.05,363.3228
