WTCHG_171117_262	WTCHG_171117_264	
7.252	4.778	
13.762	9.789	
16.109	12.836	
17.406	13.891	
18.019	15.347	
18.566	16.1	
19.632	16.11	
20.698	16.531	
20.804	16.974	
20.879	17.112	
20.535	17.476	
20.547	17.722	
20.68	17.871	
21.141	17.832	
21.607	18.024	
21.711	17.937	
21.672	17.978	
21.301	17.858	
21.313	18.009	
21.562	18.049	
21.702	18.28	
21.551	18.257	
21.7	18.016	
21.876	17.939	
21.713	17.586	
21.548	17.417	
21.351	17.373	
20.863	17.383	
20.546	17.668	
20.403	18.109	
20.537	18.557	
20.638	18.834	
20.336	18.408	
20.182	17.874	
19.951	17.293	
20.196	16.958	
20.506	16.571	
20.65	16.504	
20.691	16.464	
20.507	16.404	
20.474	16.399	
20.328	17.0	
20.462	17.015	
20.528	16.985	
20.662	16.982	
20.499	16.909	
20.09	17.124	
19.947	17.26	
19.924	17.487	
19.868	17.453	
20.109	17.362	
20.085	17.256	
20.008	17.019	
20.435	16.997	
20.619	17.084	
20.683	17.041	
20.694	17.188	
20.688	17.463	
20.788	17.61	
20.909	17.61	
21.083	17.638	
21.011	17.703	
20.793	17.524	
20.637	17.788	
20.973	17.994	
21.261	18.15	
21.387	18.128	
21.646	18.161	
22.313	18.438	
22.205	18.477	
22.1	18.803	
21.948	19.059	
21.984	19.578	
22.119	19.717	
21.962	19.676	
21.694	20.014	
21.805	20.375	
22.394	20.746	
22.898	21.031	
23.119	21.435	
22.989	21.883	
23.066	22.495	
23.089	23.448	
23.285	24.186	
23.673	24.436	
24.139	24.827	
24.2	25.163	
23.869	24.971	
23.802	25.245	
23.81	25.444	
23.84	25.488	
23.627	25.667	
23.228	25.267	
22.216	24.448	
20.742	22.954	
18.409	21.104	
15.246	17.94	
11.543	14.136	
7.269	9.408	
3.342	4.969	
