BISCUITqc Depth Distribution - Q40 Bases
depth	count
0	1091203060
1	850852589
2	587182703
3	322152533
4	150594156
5	62264247
6	23279138
7	8023807
8	2611935
9	845026
10	291010
11	124041
12	71081
13	50630
14	38246
15	30574
16	26102
17	22505
18	19486
19	15957
20	14044
21	11555
22	10713
23	9578
24	8277
25	7602
26	6685
27	6138
28	5821
29	5245
30	5018
31	4330
32	4099
33	4111
34	3634
35	3234
36	3041
37	2899
38	2869
39	2603
40	2570
41	2293
42	2287
43	2126
44	2005
45	1942
46	1888
47	1758
48	1779
49	1643
50	1658
51	1533
52	1421
53	1412
54	1279
55	1243
56	1299
57	1267
58	1190
59	1192
60	969
61	990
62	918
63	919
64	958
65	917
66	870
67	748
68	784
69	857
70	730
71	658
72	705
73	695
74	677
75	685
76	644
77	553
78	528
79	497
80	485
81	509
82	531
83	486
84	481
85	456
86	475
87	489
88	477
89	433
90	430
91	457
92	395
93	382
94	330
95	337
96	313
97	275
98	339
99	351
100	298
101	294
102	287
103	266
104	285
105	316
106	252
107	259
108	267
109	288
110	253
111	270
112	278
113	252
114	252
115	207
116	262
117	249
118	257
119	221
120	214
121	225
122	225
123	191
124	226
125	221
126	261
127	217
128	251
129	246
130	212
131	239
132	258
133	260
134	223
135	193
136	207
137	223
138	214
139	187
140	216
141	198
142	192
143	206
144	198
145	185
146	180
147	157
148	179
149	165
150	190
151	166
152	179
153	170
154	151
155	171
156	169
157	160
158	152
159	147
160	176
161	171
162	179
163	162
164	194
165	189
166	142
167	152
168	166
169	143
170	159
171	122
172	151
173	175
174	157
175	155
176	155
177	202
178	204
179	160
180	169
181	172
182	193
183	168
184	172
185	176
186	150
187	200
188	168
189	176
190	163
191	190
192	179
193	158
194	166
195	153
196	156
197	135
198	152
199	145
200	135
201	138
202	133
203	153
204	127
205	131
206	139
207	121
208	139
209	129
210	142
211	136
212	155
213	137
214	152
215	136
216	142
217	119
218	131
219	134
220	129
221	137
222	121
223	139
224	137
225	116
226	127
227	100
228	127
229	108
230	110
231	136
232	127
233	113
234	113
235	111
236	118
237	101
238	100
239	124
240	111
241	106
242	123
243	135
244	139
245	141
246	134
247	124
248	121
249	116
250	116
251	129
252	133
253	113
254	119
255	129
256	148
257	124
258	129
259	114
260	112
261	128
262	111
263	126
264	90
265	93
266	90
267	75
268	101
269	94
270	103
271	97
272	121
273	95
274	73
275	71
276	85
277	76
278	91
279	84
280	91
281	87
282	63
283	87
284	83
285	96
286	59
287	73
288	75
289	69
290	58
291	56
292	58
293	57
294	51
295	50
296	65
297	63
298	44
299	55
300	55
301	50
