curve_x curve_y
0.053475935828877 21.3058995752154
0.182882223847842 32.6629708938509
0.255640058797214 36.2475474067896
0.334224598930481 39.2331464336097
0.424628450106157 41.9703258547345
0.51413881748072 44.1942579483349
0.596480763495377 45.9381319888885
0.694565028650807 47.7356089961876
0.801924619085806 49.4380888996512
0.901171522979874 50.8213266174903
0.982594048287479 51.8460846473508
1.09950522264981 53.1754567229369
1.20394895256441 54.2453556787135
1.35340889866351 55.6191142913507
1.45631067961165 56.4751673604572
1.6116035455278 57.6523914294776
1.75377060680463 58.6280534144305
1.88991259154264 59.4853095069676
2.02429149797571 60.2678734172782
2.17864923747277 61.0992934320114
2.33508464681845 61.8779802336255
2.47970049107794 62.5478681712606
2.65101306570725 63.2869969912489
2.85597715218278 64.1036502857623
3.03030303030303 64.7476004300013
3.22981366459627 65.4346611042649
3.40328984685196 65.9936536057354
3.58917725013804 66.5573304174445
3.78619153674833 67.1190115788263
4.00213447171825 67.6968917023639
4.20708192123408 68.2126245081967
4.4543429844098 68.7969539908998
4.68384074941452 69.3060883362476
4.93827160493827 69.8371203093976
5.18470511989631 70.3213479138162
5.4488842760768 70.8108580225128
5.66495818721338 71.1905709990567
5.9494298463064 71.6647599737282
6.19674670797831 72.05532832767
6.48414985590778 72.4861794393989
6.77035681610247 72.8928068943806
7.06137968495383 73.2853676393916
7.31613400077012 73.6131310304939
7.59039470052443 73.9507287308693
7.8909612625538 74.3039265121118
8.2051282051282 74.6558343295442
8.55654761904762 75.0302830894609
8.80281690140845 75.2815331841967
9.1244418559503 75.5968410730309
9.50395998332639 75.9515952524304
9.88947062245492 76.2943208733015
10.2611940298507 76.6093400943799
10.6542056074766 76.9272217160219
11.0694183864916 77.2474514506855
11.4122681883024 77.5006867750128
11.8479988440977 77.8090182620999
12.2254924156667 78.0647762512275
12.5815470643057 78.2970088496768
13.0470236477304 78.588335709467
13.4799574317134 78.84767695889
13.8713745271122 79.0731794322001
14.2677297524129 79.2934024457831
14.6927871772039 79.5210490087094
15.1785714285714 79.7711135275162
15.7687253613666 80.0614394908724
16.3189423672795 80.3198112757852
16.8034388432982 80.5382045343633
17.4081237911025 80.7996466999176
17.8368121442125 80.9779901352851
18.3752417794971 81.1942859189347
18.9104007203962 81.4012792895089
19.5338512763596 81.6330395888404
20.1342281879195 81.8473095735968
20.7036114570361 82.0429691944477
21.1927981995499 82.2055495013439
21.7522658610272 82.3855853348062
22.3404255319149 82.5684414425995
22.9424617625637 82.7491987969326
23.469387755102 82.9023769060816
24.1280458671763 83.0876219159367
24.7501189909567 83.2565772234946
25.4829428688861 83.4485855165945
26.2096774193548 83.6319469771843
26.919349628513 83.8046444087923
27.5709632387157 83.9580004049815
28.2742455317902 84.1182295160859
29.126213592233 84.3054088831479
29.8507462686567 84.4589705125168
30.6843267108168 84.6296393956842
31.3190862196021 84.7555236284772
32.1782178217822 84.9206019300071
33.0520393811533 85.0825909052997
33.8576379632098 85.226955584659
34.6430080270384 85.3633505067499
35.4131534569983 85.4931496895618
36.292300147131 85.6367842376613
37.0229007633588 85.7526529294868
37.9692832764505 85.8982701864733
39.0492359932088 86.0586084487397
40.0534045393858 86.202445234102
40.9781890284204 86.3306904549401
42.0321637426901 86.4721880631679
43.0876726002329 86.6091849364148
44.1619270659083 86.7440489920231
45.3227529375858 86.8848955068145
46.604808097849 87.0348993148327
47.9408389646819 87.1853982804382
49.2065802882516 87.3228365667117
50.761421319797 87.4852547494889
51.9959745051996 87.6094874450011
53.3333333333333 87.7396277779656
54.6549328392774 87.8639527711829
56.2665489849956 88.0101417499586
57.6256499133449 88.1290668073949
59.2501368363437 88.2662993368631
61.0079575596817 88.4091339460941
62.4587640202331 88.5228574461086
64.2054574638844 88.6550806825056
65.8823529411765 88.7774753942338
67.8651685393258 88.9168136045678
69.5652173913044 89.0319156648835
71.8671000361141 89.1817629955391
74.017199017199 89.3159009890052
76.2661955241461 89.4506017282772
78.227245687091 89.5636768601187
80.6100217864924 89.6959326858517
82.8004039044093 89.8128483508047
85.6118927528537 89.956818705159
88.1012658227848 90.0789566732204
91.1093831000518 90.2203399653705
94.3802623849618 90.3669330225424
97.4470734744708 90.4981367784432
100.40626813697 90.619429008661
103.509393831974 90.7414132704966
107.124810510359 90.8772943104453
110.567400675754 91.0008924938014
113.861386138614 91.1142519660153
118.179398456215 91.2561301600224
121.9569841645 91.3744620769955
127.212650460231 91.5308598538956
133.163698049194 91.6974240933154
138.804611650485 91.8459897624368
145.649859672893 92.0153304450536
153.06003948438 92.186532815838
160.167364016736 92.3401737973996
168.165295580639 92.5020297869993
177.447861435136 92.6768506861507
188.561856903565 92.8699856593326
199.770378874857 93.0491919551449
210.43656207367 93.2070475094219
224.871435250117 93.4035648328689
239.676580999134 93.5874403454997
260.245901639344 93.8178206718766
280.42328042328 94.0200514725564
314.569910704194 94.3191739681497
345.575515635396 94.5533711413068
395.985401459854 94.8765153835659
463.933575505968 95.2295156583024
574.596774193548 95.6698141445598
742.682926829268 96.1468274209531
1034.78260869565 96.6890672468433
1688.88888888889 97.3572959489536
5380.59701492537 98.4572967115217
