# FastQC theoretical GC content curve: Human Genome
0	0.005311768
1	0.004108502
2	0.004060371
3	0.005066476
4	0.006364264
5	0.006882683
6	0.010723857
7	0.014698405
8	0.015154777
9	0.025547519
10	0.0363543
11	0.037039147
12	0.062584346
13	0.088878179
14	0.127113634
15	0.176704443
16	0.190544035
17	0.251779563
18	0.33253294
19	0.356420821
20	0.468356482
21	0.588060895
22	0.602846863
23	0.761411269
24	0.930312167
25	1.104446549
26	1.313682674
27	1.38367972
28	1.604252064
29	1.870832672
30	1.962794112
31	2.224262434
32	2.535744882
33	2.63487431
34	2.8710665
35	3.149271531
36	3.229378333
37	3.336228962
38	3.459856313
39	3.401425701
40	3.288270536
41	3.26394484
42	3.096614857
43	2.909544347
44	2.88800501
45	2.735022021
46	2.547500359
47	2.512079098
48	2.420176226
49	2.317703167
50	2.19848296
51	2.090343821
52	2.081447189
53	1.990232064
54	1.90714406
55	1.88912232
56	1.784683443
57	1.695972271
58	1.658461676
59	1.511921815
60	1.358520146
61	1.309569533
62	1.195876233
63	1.046890987
64	0.923166215
65	0.825414019
66	0.77257816
67	0.670184546
68	0.591442798
69	0.546073569
70	0.465607816
71	0.403599298
72	0.363930942
73	0.300287142
74	0.252859893
75	0.201057973
76	0.156505806
77	0.144757287
78	0.11225402
79	0.085184297
80	0.070526483
81	0.051230731
82	0.042003563
83	0.033597515
84	0.023332349
85	0.018888092
86	0.014885129
87	0.009830251
88	0.007490985
89	0.005124465
90	0.003138351
91	0.002866963
92	0.00195422
93	0.001071632
94	0.000872731
95	0.000684847
96	0.000583367
97	0.000523058
98	0.000763712
99	0.001064673
100	0
