WTCHG_171117_262	WTCHG_171117_264	
0.868	1.49	
0.948	1.517	
1.017	1.582	
1.065	1.605	
1.133	1.635	
1.183	1.675	
1.232	1.713	
1.276	1.731	
1.34	1.783	
1.373	1.777	
1.399	1.801	
1.423	1.801	
1.459	1.816	
1.486	1.835	
1.51	1.862	
1.532	1.885	
1.582	1.892	
1.601	1.938	
1.616	1.953	
1.645	1.962	
1.662	1.99	
1.691	2.009	
1.714	1.997	
1.753	2.025	
1.772	2.032	
1.794	2.035	
1.827	2.061	
1.842	2.069	
1.872	2.092	
1.907	2.114	
1.929	2.135	
1.952	2.127	
1.974	2.149	
2.001	2.175	
2.048	2.213	
2.07	2.23	
2.099	2.238	
2.128	2.264	
2.17	2.292	
2.195	2.298	
2.217	2.331	
2.257	2.353	
2.278	2.383	
2.317	2.41	
2.353	2.436	
2.389	2.47	
2.417	2.501	
2.46	2.534	
2.5	2.564	
2.54	2.609	
2.566	2.642	
2.605	2.679	
2.633	2.711	
2.654	2.749	
2.689	2.77	
2.733	2.79	
2.793	2.6586587	
2.814	2.6906908	
2.859	2.7267268	
2.909	2.7457457	
2.942	2.7857857	
2.984	2.8248248	
3.027	2.841842	
3.058	2.8848848	
3.092	2.9369369	
3.143	2.9789789	
3.194	3.044044	
3.262	3.062062	
3.296	3.098098	
3.331	3.1251252	
3.361	3.166166	
3.404	3.2172172	
3.449	3.2682683	
3.484	3.3113112	
3.5105104	3.3473473	
3.5545545	3.3813813	
3.6426427	3.4324324	
3.6966968	3.4784784	
3.7657657	3.5255256	
3.8228228	3.5685685	
3.8608608	3.6296296	
3.9029028	3.6796796	
3.9649649	3.7177176	
4.0220222	3.7627628	
4.068068	3.7847848	
4.135135	3.8268268	
4.2262263	3.845846	
4.292292	3.8948948	
4.3713713	3.937938	
4.4224224	3.97998	
4.4714713	4.033033	
4.5255256	4.1021023	
4.5635633	4.1341343	
4.6056056	4.156156	
4.6466465	4.179179	
4.6706705	4.2012014	
4.6966968	4.2104206	
4.71972	4.231463	
4.7755513	4.239479	
4.768537	4.255511	
4.774549	4.115346	
4.770541	4.137412	
4.794589	4.115346	
4.811623	4.1454363	
4.814629	4.1594787	
4.8677354	4.1654963	
4.8877754	4.1765294	
4.8967934	4.192578	
4.9388776	4.209629	
4.965932	4.238716	
4.991984	4.238716	
5.02505	4.291876	
5.057114	4.34002	
5.0851703	4.3711133	
5.1092186	4.3911734	
5.1282563	4.4152455	
5.1422844	4.449348	
5.199399	4.446339	
5.268537	4.466399	
5.328657	4.5015044	
5.3677354	4.5386934	
5.4188375	4.559799	
5.507014	4.6221104	
5.5330663	4.642211	
5.5871744	4.6994977	
5.6342688	4.7457285	
5.6429286	4.751509	
5.7001004	4.78169	
5.7091274	4.794769	
5.7372117	4.83501	
5.766299	4.8731117	
5.8174524	4.912387	
5.8635907	4.978852	
5.895687	5.007056	
5.9066267	5.0292635	
5.956827	5.069627	
5.990964	5.097881	
6.0271087	5.117172	
6.079317	5.128283	
6.1144576	5.1698685	
6.138554	5.1769466	
6.191767	5.2103133	
6.2592964	5.250758	
6.2894473	5.2780585	
6.3447237	5.290192	
6.3829145	5.3023257	
6.4130654	5.330637	
6.4311557	5.366397	
6.4134808	5.418016	
6.4668007	5.4251013	
6.522133	5.459514	
6.5633802	5.478745	
6.6136823	5.4989877	
6.646881	5.5182185	
6.693159	5.5420465	
6.7384305	5.5886526	
6.7474847	5.6180344	
6.798793	5.64539	
6.830986	5.6717324	
6.8480887	5.7051673	
6.8541245	5.716312	
6.89336	5.7477202	
6.9054327	5.8024316	
6.94165	5.816616	
6.9668007	5.8328266	
6.945674	5.845998	
6.967807	5.87234	
6.968813	5.9067883	
7.022133	5.93617	
7.050302	5.992908	
7.0925555	5.9959474	
7.10664	6.0212765	
7.120724	6.0567374	
7.146881	6.0699086	
7.155936	6.0861197	
7.174044	6.1266465	
7.1589537	6.12462	
7.173038	6.1641335	
7.192153	6.1803446	
7.2022133	6.155015	
7.2374244	6.160081	
7.258551	6.1388044	
7.2615695	6.154002	
7.2867203	6.1509624	
7.3199196	6.1570415	
7.3008046	6.16616	
7.3229375	6.195542	
7.2927566	6.200608	
7.285714	6.1925025	
7.294769	6.1975684	
7.3239436	6.1864233	
7.3158956	6.1823707	
7.304829	6.2056737	
7.328974	6.211753	
7.361167	6.2178316	
7.3772635	6.248227	
7.362173	6.253293	
7.360161	6.2259374	
7.330986	6.24924	
7.352113	6.265451	
7.365191	6.282675	
7.385312	6.2998986	
7.380282	6.3343463	
7.410463	6.3454914	
7.4175053	6.3687944	
7.4305835	6.3809524	
7.4134808	6.379939	
7.445674	6.402229	
7.428571	6.4072948	
7.423541	6.414387	
7.442656	6.4224925	
7.503018	6.397163	
7.5201206	6.390071	
7.5452714	6.438703	
7.5462775	6.4457955	
7.584507	6.4468083	
7.589537	6.443769	
7.5975857	6.4630194	
7.6136823	6.4711246	
7.5704226	6.455927	
7.576459	6.4701114	
7.5694165	6.496454	
7.5372233	6.489362	
7.614688	6.5005064	
7.5905433	6.502533	
7.5905433	6.5592704	
7.6046276	6.561297	
7.609658	6.569402	
7.619718	6.5876393	
7.6257544	6.5572443	
7.67002	6.549139	
7.6861167	6.530902	
7.688129	6.4984803	
7.6981893	6.507599	
7.71831	6.5319147	
7.720322	6.5349545	
7.732394	6.52077	
7.72334	6.545086	
7.722334	6.546099	
7.726358	6.5288754	
7.7474847	6.5369806	
7.72837	6.5288754	
7.7082496	6.544073	
7.705231	6.530902	
7.6841044	6.5471125	
7.671026	6.5410333	
7.6780686	6.5552177	
7.683099	6.5653496	
7.6851106	6.5602837	
7.66499	6.545086	
7.6227365	6.569402	
7.6358147	6.58156	
7.6529174	6.614995	
7.673038	6.5846	
7.665996	6.6119556	
7.6237426	6.609929	
7.607646	6.635258	
7.5965796	6.6139817	
7.619718	6.6160083	
7.6006036	6.64539	
7.61167	6.639311	
7.5995975	6.5471125	
7.6187124	6.5653496	
7.646881	6.5846	
7.633803	6.5653496	
7.6519113	6.5876393	
7.65996	6.532928	
7.673038	6.5359674	
7.6770625	6.5730224	
7.6770625	6.5638947	
7.667002	6.5628805	
7.6458755	6.5507097	
7.6549296	6.5020285	
7.633803	6.5283976	
7.607646	6.504057	
7.5774646	6.5060854	
7.5402412	6.5091276	
7.5412474	6.5081134	
7.5472836	6.494929	
7.5724344	6.495943	
7.5653925	6.4766736	
7.588531	6.484787	
7.5784707	6.4766736	
7.5603623	6.473631	
7.5201206	6.450304	
7.5402412	6.4868155	
7.5342054	6.4918866	
7.5110664	6.495943	
7.4899397	6.4918866	
7.4758554	6.4817443	
7.438632	6.4665313	
7.416499	6.4837728	
7.4175053	6.4918866	
7.362173	6.5091276	
