WTCHG_171117_262	WTCHG_171117_264	
160.759	121.72	
237.78	175.791	
321.771	237.295	
392.578	293.989	
471.996	348.891	
548.683	402.484	
609.296	441.761	
669.065	483.585	
736.911	524.047	
788.396	556.364	
840.405	583.405	
890.364	613.286	
938.857	643.562	
997.116	673.378	
1038.936	692.837	
1086.475	720.482	
1145.188	758.396	
1183.382	782.691	
1225.71	811.711	
1273.382	845.152	
1318.192	876.629	
1356.23	901.858	
1391.689	927.906	
1420.206	948.446	
1449.657	968.76	
1486.118	992.982	
1519.491	1015.889	
1548.86	1039.503	
1570.526	1055.904	
1584.955	1067.552	
1600.983	1079.955	
1615.078	1091.987	
1634.518	1101.786	
1641.979	1107.506	
1653.639	1117.364	
1666.693	1122.17	
1675.291	1125.605	
1684.993	1133.051	
1695.068	1140.224	
1705.068	1145.263	
1712.632	1152.071	
1715.744	1153.643	
1723.384	1160.894	
1721.446	1163.61	
1725.578	1170.445	
1727.197	1178.963	
1723.793	1185.5	
1722.186	1192.618	
1712.931	1195.363	
1700.68	1198.357	
1684.155	1196.774	
1668.694	1194.859	
1659.803	1193.713	
1654.108	1195.898	
1660.272	1204.961	
1665.919	1208.687	
1663.74	1209.796	
1659.13	1209.255	
1650.501	1208.161	
1644.294	1206.508	
1638.515	1205.379	
1629.154	1202.336	
1621.338	1201.737	
1611.244	1197.852	
1602.702	1194.862	
1588.26	1188.062	
1577.163	1184.27	
1570.392	1182.084	
1556.096	1174.2	
1540.765	1165.128	
1513.976	1152.365	
1489.514	1139.791	
1463.886	1124.977	
1435.219	1107.456	
1409.235	1091.478	
1384.401	1076.627	
1360.397	1060.168	
1332.995	1043.048	
1304.488	1024.264	
1274.046	1002.622	
1236.267	976.296	
1203.969	955.94	
1165.066	929.424	
1117.754	895.748	
1063.862	858.608	
1007.297	819.761	
947.25	777.142	
882.387	729.218	
814.989	678.064	
744.215	624.431	
672.566	569.49	
598.87	510.883	
524.073	450.723	
451.085	391.743	
379.041	331.405	
307.211	270.411	
242.045	213.199	
179.401	159.647	
122.899	111.45	
63.412	57.121	
