file	percent	reads	taxon_id	taxon_name
second_kaiju_MEM_verbose.out	6.199740	1733934	1264	Ruminococcus albus
second_kaiju_MEM_verbose.out	5.797496	1621435	1351	Enterococcus faecalis
second_kaiju_MEM_verbose.out	5.007428	1400470	818	Bacteroides thetaiotaomicron
second_kaiju_MEM_verbose.out	4.462510	1248068	1681	Bifidobacterium bifidum
second_kaiju_MEM_verbose.out	3.037963	849653	84112	Eggerthella lenta
second_kaiju_MEM_verbose.out	2.942436	822936	158	Treponema denticola
second_kaiju_MEM_verbose.out	2.774171	775876	39152	Methanococcus maripaludis
second_kaiju_MEM_verbose.out	2.603200	728059	33934	Anoxybacillus flavithermus
second_kaiju_MEM_verbose.out	2.125347	594414	187327	Acidaminococcus intestini
second_kaiju_MEM_verbose.out	1.998187	558850	195	Campylobacter coli
second_kaiju_MEM_verbose.out	1.666574	466105	1318	Streptococcus parasanguinis
second_kaiju_MEM_verbose.out	1.644821	460021	239935	Akkermansia muciniphila
second_kaiju_MEM_verbose.out	1.325411	370689	851	Fusobacterium nucleatum
second_kaiju_MEM_verbose.out	1.282222	358610	28901	Salmonella enterica
second_kaiju_MEM_verbose.out	0.996076	278581	1496	Clostridioides difficile
second_kaiju_MEM_verbose.out	0.840630	235106	57706	Citrobacter braakii
second_kaiju_MEM_verbose.out	0.703025	196621	573	Klebsiella pneumoniae
second_kaiju_MEM_verbose.out	0.615789	172223	84110	Slackia heliotrinireducens
second_kaiju_MEM_verbose.out	0.594479	166263	584	Proteus mirabilis
second_kaiju_MEM_verbose.out	0.580445	162338	28112	Tannerella forsythia
second_kaiju_MEM_verbose.out	0.572840	160211	210	Helicobacter pylori
second_kaiju_MEM_verbose.out	0.566801	158522	83816	Methanobrevibacter ruminantium
second_kaiju_MEM_verbose.out	0.488886	136731	166486	Roseburia intestinalis
second_kaiju_MEM_verbose.out	0.426071	119163	1358	Lactococcus lactis
second_kaiju_MEM_verbose.out	0.393809	110140	74426	Collinsella aerofaciens
second_kaiju_MEM_verbose.out	0.301317	84272	839	Prevotella ruminicola
second_kaiju_MEM_verbose.out	0.292740	81873	39950	Dialister pneumosintes
second_kaiju_MEM_verbose.out	0.292665	81852	29466	Veillonella parvula
second_kaiju_MEM_verbose.out	0.281645	78770	221027	Treponema putidum
second_kaiju_MEM_verbose.out	0.125873	35204	1322	Blautia hansenii
second_kaiju_MEM_verbose.out	0.105560	29523	703	Plesiomonas shigelloides
second_kaiju_MEM_verbose.out	0.103980	29081	562	Escherichia coli
second_kaiju_MEM_verbose.out	0.103859	29047	61648	Kluyvera intermedia
second_kaiju_MEM_verbose.out	0.085759	23985	550	Enterobacter cloacae
second_kaiju_MEM_verbose.out	0.063251	17690	1433126	Mucinivorans hirudinis
second_kaiju_MEM_verbose.out	0.061378	17166	158836	Enterobacter hormaechei
second_kaiju_MEM_verbose.out	0.047347	13242	546	Citrobacter freundii
second_kaiju_MEM_verbose.out	0.045366	12688	446	Legionella pneumophila
second_kaiju_MEM_verbose.out	0.044891	12555	1539298	Treponema sp. OMZ 838
second_kaiju_MEM_verbose.out	0.044015	12310	197	Campylobacter jejuni
second_kaiju_MEM_verbose.out	0.041902	11719	1685	Bifidobacterium breve
